gene,length,count,rate,percentage
ATG5,3185,5,637,59.29117018026275
LGALS1,637,1,637,59.29117018026275
PDHB,4459,7,637,59.29117018026275
TOMM6,637,1,637,59.29117018026275
DMTF1,4460,7,637.1428571428571,59.31561258783991
FBXO15,3187,5,637.4,59.321723189734186
BCAS2,1275,2,637.5,59.32783379162847
EXOC8,5100,8,637.5,59.32783379162847
PMF1,1275,2,637.5,59.32783379162847
TEX15,11476,18,637.5555555555555,59.34616559731134
OR10H5,6376,10,637.6,59.35227619920562
ZFHX3,17219,27,637.7407407407408,59.358386801099904
DNAJC18,5102,8,637.75,59.364497402994196
KLHL9,5740,9,637.7777777777778,59.37060800488848
RYR2,16583,26,637.8076923076923,59.37671860678277
CALCR,3829,6,638.1666666666666,59.38282920867706
NUAK1,5744,9,638.2222222222222,59.38893981057134
TTC30A,5744,9,638.2222222222222,59.38893981057134
"NAP1L2",2553,4,638.25,59.401161014359914
LIMD2,3192,5,638.4,59.4072716162542
ECHS1,1277,2,638.5,59.41338221814849
TFAP2A,3831,6,638.5,59.41338221814849
MFSD8,5109,8,638.625,59.425603421937055
CEP350,13414,21,638.7619047619048,59.43171402383135
ZEB2,9583,15,638.8666666666667,59.43782462572563
INS,639,1,639,59.44393522761992
POP4,2556,4,639,59.44393522761992
RCOR3,4474,7,639.1428571428571,59.45615643140849
CIR1,1918,3,639.3333333333334,59.46226703330279
CXorf66,1279,2,639.5,59.468377635197065
PSMA3,1279,2,639.5,59.468377635197065
STRIP2,5116,8,639.5,59.468377635197065
HDDC3,4477,7,639.5714285714286,59.48670944087993
TAB1,3198,5,639.6,59.492820042774206
MAP3K1,7036,11,639.6363636363636,59.498930644668505
PLAC8L1,1919,3,639.6666666666666,59.50504124656278
POU3F4,3838,6,639.6666666666666,59.50504124656278
NUTM2F,2559,4,639.75,59.51726245035136
BBS7,3840,6,640,59.523373052245645
EFCAB6,5120,8,640,59.523373052245645
LCE6A,640,1,640,59.523373052245645
RELN,14720,23,640,59.523373052245645
SURF4,3200,5,640,59.523373052245645
RNPEPL1,5761,9,640.1111111111111,59.55392606171708
BAG3,2561,4,640.25,59.56003666361137
CYP2C9,2561,4,640.25,59.56003666361137
FH,5122,8,640.25,59.56003666361137
SCPEP1,1921,3,640.3333333333334,59.57836846929423
RBBP9,3843,6,640.5,59.58447907118851
KLHL4,5765,9,640.5555555555555,59.590589673082796
LRPPRC,10249,16,640.5625,59.59670027497709
SGCA,1922,3,640.6666666666666,59.602810876871374
SLC35E1,5126,8,640.75,59.60892147876565
TET1,9612,15,640.8,59.615032080659944
MGAT5,8332,13,640.9230769230769,59.62114268255423
ADTRP,1923,3,641,59.62725328444852
BACH1,5769,9,641,59.62725328444852
DNAJB2,4487,7,641,59.62725328444852
EIF2B3,1923,3,641,59.62725328444852
TNFSF14,4487,7,641,59.62725328444852
ZC3H6,11539,18,641.0555555555555,59.65780629391995
TRIM37,4489,7,641.2857142857143,59.66391689581424
AMOTL1,8980,14,641.4285714285714,59.670027497708524
POU2F2,7057,11,641.5454545454545,59.67613809960282
PSMD11,3850,6,641.6666666666666,59.6822487014971
SPEF1,1925,3,641.6666666666666,59.6822487014971
APOB,14121,22,641.8636363636364,59.69446990528567
ZNF518A,8345,13,641.9230769230769,59.70058050717996
C3orf33,1926,3,642,59.70669110907424
MMP14,3852,6,642,59.70669110907424
MX1,5778,9,642,59.70669110907424
SPANXN5,642,1,642,59.70669110907424
CLCA4,3211,5,642.2,59.73113351665139
DEPTOR,2569,4,642.25,59.737244118545675
RAPGEF6,8350,13,642.3076923076923,59.74335472043997
ARHGAP32,10280,16,642.5,59.74946532233425
ITGB3BP,1285,2,642.5,59.74946532233425
"NAT2",1285,2,642.5,59.74946532233425
CPEB2,7069,11,642.6363636363636,59.76779712801711
ARMCX6,1928,3,642.6666666666666,59.77390772991139
MAP2K4,3856,6,642.6666666666666,59.77390772991139
EVC,6427,10,642.7,59.78612893369997
CCDC120,3857,6,642.8333333333334,59.79223953559426
AP2M1,5143,8,642.875,59.79835013748854
KRT81,1929,3,643,59.804460739382826
STT3A,4501,7,643,59.804460739382826
BTAF1,8361,13,643.1538461538462,59.8166819431714
KLHL5,7718,12,643.1666666666666,59.82279254506568
C9orf163,2573,4,643.25,59.82890314695998
CHRDL1,3860,6,643.3333333333334,59.83501374885426
BBX,9009,14,643.5,59.84112435074855
FAM174A,1287,2,643.5,59.84112435074855
CMTM5,1931,3,643.6666666666666,59.85334555453712
DCTD,1931,3,643.6666666666666,59.85334555453712
RABGGTB,3863,6,643.8333333333334,59.86556675832569
CYTH3,4508,7,644,59.87167736021998
MFAP4,1932,3,644,59.87167736021998
GGA3,5156,8,644.5,59.883898564008554
MTNR1A,1289,2,644.5,59.883898564008554
PLD6,2578,4,644.5,59.883898564008554
CES2,3868,6,644.6666666666666,59.90223036969141
PROB1,4513,7,644.7142857142857,59.9083409715857
MTX1,2579,4,644.75,59.91445157347999
TMEM87B,5162,8,645.25,59.92056217537427
C15orf39,4517,7,645.2857142857143,59.926672777268564
USP49,9034,14,645.2857142857143,59.926672777268564
ACMSD,1936,3,645.3333333333334,59.93889398105713
SNTB1,5164,8,645.5,59.94500458295142
TBX21,2583,4,645.75,59.951115184845705
SLC5A7,5167,8,645.875,59.95722578674
UTRN,12918,20,645.9,59.96333638863428
PCMT1,1938,3,646,59.96944699052856
ZNF654,6460,10,646,59.96944699052856
"NAA25",5815,9,646.1111111111111,59.98166819431714
SLC25A29,5169,8,646.125,59.98777879621142
SF3B3,9692,15,646.1333333333333,59.993889398105715
PIGA,3877,6,646.1666666666666,60
PFKFB3,4524,7,646.2857142857143,60.00611060189429
ZNF28,5171,8,646.375,60.01222120378857
CFDP1,1293,2,646.5,60.018331805682855
CNP,5172,8,646.5,60.018331805682855
DHTKD1,5173,8,646.625,60.03055300947143
OCRL,5173,8,646.625,60.03055300947143
FAM110C,3880,6,646.6666666666666,60.04277421326001
MSX1,1940,3,646.6666666666666,60.04277421326001
SNRPN,1940,3,646.6666666666666,60.04277421326001
LAG3,2587,4,646.75,60.061106018942866
EP400,12289,19,646.7894736842105,60.06721662083715
YPEL3,1941,3,647,60.07332722273144
LRBA,10353,16,647.0625,60.07943782462573
MEF2A,5824,9,647.1111111111111,60.085548426520006
ARFRP1,5178,8,647.25,60.0916590284143
ACVR1B,4531,7,647.2857142857143,60.097769630308584
PKNOX2,4531,7,647.2857142857143,60.097769630308584
C22orf23,1942,3,647.3333333333334,60.10999083409716
CA13,3884,6,647.3333333333334,60.10999083409716
MLLT1,4532,7,647.4285714285714,60.12221203788574
GLIPR1L2,2590,4,647.5,60.128322639780016
SLITRK2,8421,13,647.7692307692307,60.1344332416743
DENND2D,3239,5,647.8,60.140543843568594
PPIP5K1,5831,9,647.8888888888889,60.14665444546288
PRDX1,1296,2,648,60.15276504735716
KDR,5833,9,648.1111111111111,60.158875649251456
MSL2,5186,8,648.25,60.164986251145734
FANCM,7131,11,648.2727272727273,60.17109685304003
NNT,6483,10,648.3,60.17720745493431
POU4F1,4539,7,648.4285714285714,60.1833180568286
CFHR1,1297,2,648.5,60.18942865872289
GRAP2,3891,6,648.5,60.18942865872289
RPH3A,5188,8,648.5,60.18942865872289
VAMP7,2594,4,648.5,60.18942865872289
TMEM239,3892,6,648.6666666666666,60.21387106630003
SP140,3244,5,648.8,60.21998166819432
IKZF5,4542,7,648.8571428571429,60.22609227008861
CA5A,1298,2,649,60.232202871982885
EGLN2,3894,6,649,60.232202871982885
PATZ1,3895,6,649.1666666666666,60.24442407577146
TRABD2A,3895,6,649.1666666666666,60.24442407577146
CAMK2B,4545,7,649.2857142857143,60.25664527956004
PTPRD,10389,16,649.3125,60.262755881454325
CDK1,1948,3,649.3333333333334,60.2688664833486
OR2L13,1948,3,649.3333333333334,60.2688664833486
CLEC4G,1299,2,649.5,60.28108768713718
IQCF3,1299,2,649.5,60.28108768713718
UQCR11,1299,2,649.5,60.28108768713718
ZNF292,12341,19,649.5263157894736,60.299419492820036
BTN3A3,4547,7,649.5714285714286,60.305530094714335
WRNIP1,3898,6,649.6666666666666,60.31164069660861
LRRC75A,3249,5,649.8,60.3177512985029
SLC30A2,3249,5,649.8,60.3177512985029
SEC23IP,7148,11,649.8181818181819,60.329972502291476
IQCG,3250,5,650,60.33608310418577
MRO,5200,8,650,60.33608310418577
LRRC28,5852,9,650.2222222222222,60.34830430797433
LRRC39,1951,3,650.3333333333334,60.35441490986862
CNTD1,3252,5,650.4,60.36052551176291
TREM1,3252,5,650.4,60.36052551176291
P4HA2,4553,7,650.4285714285714,60.372746715551486
YBX2,4553,7,650.4285714285714,60.372746715551486
PNMA1,2602,4,650.5,60.38496791934006
FILIP1,7807,12,650.5833333333334,60.39107852123434
GRK7,6509,10,650.9,60.397189123128626
HS3ST1,7160,11,650.9090909090909,60.40329972502292
ABHD10,2604,4,651,60.409410326917204
DDIT4L,2604,4,651,60.409410326917204
TXNDC16,4557,7,651,60.409410326917204
MN1,7814,12,651.1666666666666,60.42774213260006
VPS33A,4559,7,651.2857142857143,60.43385273449435
EAPP,1303,2,651.5,60.43996333638864
TBP,1955,3,651.6666666666666,60.44607393828292
SLFN14,7169,11,651.7272727272727,60.452184540177214
LRRC8C,7170,11,651.8181818181819,60.45829514207149
POM121C,5867,9,651.8888888888889,60.46440574396578
GPR176,3912,6,652,60.47051634586007
KLHL38,3260,5,652,60.47051634586007
MSC,1956,3,652,60.47051634586007
NUTF2,2608,4,652,60.47051634586007
SPRY1,2608,4,652,60.47051634586007
HOXC11,3261,5,652.2,60.5010693553315
FANCD2,5219,8,652.375,60.50717995722579
LCN10,3262,5,652.4,60.51329055912007
FBXO5,2610,4,652.5,60.519401161014365
SLC14A1,3917,6,652.8333333333334,60.52551176290864
PLA2G2A,1306,2,653,60.53162236480293
COL4A5,6531,10,653.1,60.53773296669722
OASL,3266,5,653.2,60.543843568591505
EHMT1,7842,12,653.5,60.5499541704858
NRP1,5882,9,653.5555555555555,60.55606477238008
RASSF6,5882,9,653.5555555555555,60.55606477238008
SLC4A8,11764,18,653.5555555555555,60.55606477238008
PROX1,8498,13,653.6923076923077,60.57439657806294
KANK1,7193,11,653.9090909090909,60.58050717995722
BSPH1,654,1,654,60.586617781851515
C11orf96,1308,2,654,60.586617781851515
HESX1,1308,2,654,60.586617781851515
HIGD2A,654,1,654,60.586617781851515
SFN,1308,2,654,60.586617781851515
SYF2,1962,3,654,60.586617781851515
TMEM100,1962,3,654,60.586617781851515
GDPD4,2617,4,654.25,60.62939199511151
CAPRIN2,6543,10,654.3,60.63550259700581
ATG4D,1963,3,654.3333333333334,60.64161319890009
CDC42EP2,1963,3,654.3333333333334,60.64161319890009
PGAP2,1963,3,654.3333333333334,60.64161319890009
KIAA0232,7854,12,654.5,60.65994500458295
NEUROD4,3927,6,654.5,60.65994500458295
PCDH10,8510,13,654.6153846153846,60.67216620837152
AGPAT5,5237,8,654.625,60.67827681026581
GATA5,2620,4,655,60.6843874121601
RARA,3275,5,655,60.6843874121601
PCDHAC1,5896,9,655.1111111111111,60.69660861594867
SOX9,3931,6,655.1666666666666,60.70271921784296
SH2D4A,3276,5,655.2,60.70882981973724
RPAP1,5897,9,655.2222222222222,60.71494042163154
MCM10,4587,7,655.2857142857143,60.72105102352582
FAM153B,1966,3,655.3333333333334,60.7271616254201
FOXK2,5243,8,655.375,60.733272227314394
MPZL2,2622,4,655.5,60.73938282920868
MS4A8,1311,2,655.5,60.73938282920868
SYN3,7867,12,655.5833333333334,60.75160403299725
CYP24A1,3278,5,655.6,60.757714634891535
WNK1,11804,18,655.7777777777778,60.76382523678583
BEX4,1312,2,656,60.76993583868011
CKLF,656,1,656,60.76993583868011
GRINA,1968,3,656,60.76993583868011
SLC47A1,3280,5,656,60.76993583868011
AKT2,5250,8,656.25,60.79437824625725
FZD10,3282,5,656.4,60.800488848151545
ZBTB34,6564,10,656.4,60.800488848151545
ABCB7,4595,7,656.4285714285714,60.81271005194011
BOK,2626,4,656.5,60.81882065383441
HEG1,9195,14,656.7857142857143,60.824931255728686
FNIP1,6568,10,656.8,60.83104185762298
C1orf216,2628,4,657,60.83715245951726
CCDC180,7884,12,657,60.83715245951726
RBP4,1314,2,657,60.83715245951726
TMEM51,1971,3,657,60.83715245951726
XPO4,9857,15,657.1333333333333,60.861594867094404
STARD13,5915,9,657.2222222222222,60.867705468988696
NT5C,1315,2,657.5,60.87381607088298
ASS1,1973,3,657.6666666666666,60.87992667277727
CLEC4D,1973,3,657.6666666666666,60.87992667277727
IGFBP3,2631,4,657.75,60.892147876565836
SLC30A10,6579,10,657.9,60.898258478460136
METTL7B,1316,2,658,60.904369080354414
VLDLR,9213,14,658.0714285714286,60.9104796822487
SDC1,3291,5,658.2,60.91659028414299
BACH2,9215,14,658.2142857142857,60.922700886037276
POT1,3950,6,658.3333333333334,60.92881148793157
GABPB1,4609,7,658.4285714285714,60.93492208982585
ATXN7L3,3951,6,658.5,60.94103269172013
ATXN10,3294,5,658.8,60.947143293614424
CCDC113,5272,8,659,60.95325389550871
DPPA5,659,1,659,60.95325389550871
IFIT1,4613,7,659,60.95325389550871
VSX1,1977,3,659,60.95325389550871
BEND2,4614,7,659.1428571428571,60.97769630308585
PPP1R9A,10547,16,659.1875,60.98380690498014
TMEM150C,3296,5,659.2,60.98991750687443
SCML1,4615,7,659.2857142857143,60.99602810876872
ADAMTS12,8572,13,659.3846153846154,61.002138710663004
ZNF585A,8572,13,659.3846153846154,61.002138710663004
SLC20A1,3297,5,659.4,61.014359914451575
L3MBTL1,7254,11,659.4545454545455,61.02047051634586
EVPLL,1979,3,659.6666666666666,61.026581118240145
LRRK2,9239,14,659.9285714285714,61.03269172013444
PATE3,1320,2,660,61.038802322028715
RUNDC1,5280,8,660,61.038802322028715
NKAP,5942,9,660.2222222222222,61.05102352581729
ETV3,5282,8,660.25,61.05713412771158
CABLES1,5283,8,660.375,61.06324472960587
GPR27,2642,4,660.5,61.069355331500155
OTUD1,3303,5,660.6,61.07546593339443
CCDC117,3964,6,660.6666666666666,61.081576535288725
HERC1,15197,23,660.7391304347826,61.08768713718301
TMPRSS11A,3304,5,660.8,61.0937977390773
BMPER,5287,8,660.875,61.09990834097159
APOBEC3C,2644,4,661,61.10601894286587
SEMA3E,7273,11,661.1818181818181,61.112129544760165
TMPRSS11B,2645,4,661.25,61.11824014665444
ERP44,5953,9,661.4444444444445,61.12435074854873
R3HDML,1323,2,661.5,61.13046135044302
RAMP3,1323,2,661.5,61.13046135044302
TMEM30B,3969,6,661.5,61.13046135044302
ADAM12,7941,12,661.75,61.14879315612588
PRRC2B,11253,17,661.9411764705883,61.15490375802016
FOXD2,2648,4,662,61.161014359914454
KRTAP19-1,662,1,662,61.161014359914454
OTOA,4635,7,662.1428571428571,61.173235563703024
MARK2,5298,8,662.25,61.179346165597316
TSC22D1,5961,9,662.3333333333334,61.185456767491594
TPP2,5962,9,662.4444444444445,61.19156736938588
CDCP1,5963,9,662.5555555555555,61.19767797128017
PHIP,11926,18,662.5555555555555,61.19767797128017
AKAP9,13915,21,662.6190476190476,61.20989917506875
VPS13C,14578,22,662.6363636363636,61.216009776963034
YES1,4639,7,662.7142857142857,61.22212037885731
MYD88,3314,5,662.8,61.228230980751604
C1orf159,3315,5,663,61.23434158264589
CAV1,2652,4,663,61.23434158264589
FCRLB,1989,3,663,61.23434158264589
P2RY2,8619,13,663,61.23434158264589
PLEKHG7,4641,7,663,61.23434158264589
RGS1,2653,4,663.25,61.26489459211732
SCRT1,3980,6,663.3333333333334,61.27100519401161
QRICH2,5972,9,663.5555555555555,61.2771157959059
ADD2,9290,14,663.5714285714286,61.283226397800185
UNC13B,14600,22,663.6363636363636,61.28933699969446
FGD6,9291,14,663.6428571428571,61.29544760158876
SULT1A2,1991,3,663.6666666666666,61.30155820348304
UBXN8,1991,3,663.6666666666666,61.30155820348304
ANKRD33,3319,5,663.8,61.31377940727162
RAD54L2,9957,15,663.8,61.31377940727162
FUT4,5975,9,663.8888888888889,61.326000611060195
CD163,5312,8,664,61.33211121295447
CT47B1,1328,2,664,61.33211121295447
SLC22A23,6641,10,664.1,61.34433241674305
IKZF4,5313,8,664.125,61.350443018637336
IRF4,5314,8,664.25,61.35655362053162
LRRC27,7971,12,664.25,61.35655362053162
MDGA1,10629,16,664.3125,61.36877482432019
ENDOD1,4651,7,664.4285714285714,61.37488542621449
PPIE,4651,7,664.4285714285714,61.37488542621449
SDE2,3987,6,664.5,61.38710663000305
ELOVL2,3988,6,664.6666666666666,61.393217231897346
SLC38A5,2659,4,664.75,61.39932783379163
REPS2,7978,12,664.8333333333334,61.40543843568591
ZNF75A,3989,6,664.8333333333334,61.40543843568591
TRPC4,7979,12,664.9166666666666,61.417659639474486
ANKRD45,2660,4,665,61.42377024136878
HLTF,5320,8,665,61.42377024136878
SERPINA3,2660,4,665,61.42377024136878
LARP4B,8646,13,665.0769230769231,61.44210204705164
ANK2,15298,23,665.1304347826087,61.44821264894592
DLK1,4657,7,665.2857142857143,61.454323250840204
SFRP2,1996,3,665.3333333333334,61.460433852734496
CDH8,9316,14,665.4285714285714,61.46654445462878
ARFGEF1,7320,11,665.4545454545455,61.47265505652306
OPRD1,9317,14,665.5,61.47876565841736
SOWAHB,3993,6,665.5,61.47876565841736
TSN,3328,5,665.6,61.49098686220593
CTLA4,1997,3,665.6666666666666,61.497097464100214
STOML3,1997,3,665.6666666666666,61.497097464100214
PTBP1,4661,7,665.8571428571429,61.50931866788879
FOXP4,5994,9,666,61.51542926978307
SMR3A,666,1,666,61.51542926978307
TMEM81,1332,2,666,61.51542926978307
ZFP90,4664,7,666.2857142857143,61.53376107546593
TNFRSF10B,3998,6,666.3333333333334,61.539871677360225
WDR73,5331,8,666.375,61.54598227925451
TNFAIP3,4665,7,666.4285714285714,61.55209288114879
CSPP1,5999,9,666.5555555555555,61.55820348304309
ANKRD30B,5335,8,666.875,61.564314084937365
BCL9L,10005,15,667,61.57042468683165
DTX4,6003,9,667,61.57042468683165
SENP6,6671,10,667.1,61.58264589062023
MED25,4003,6,667.1666666666666,61.58875649251452
ETFA,2669,4,667.25,61.5948670944088
CPLX3,2002,3,667.3333333333334,61.60097769630308
B4GALT6,4672,7,667.4285714285714,61.607088298197375
NTNG2,4673,7,667.5714285714286,61.61319890009166
LUM,2671,4,667.75,61.61930950198594
MAGOHB,2671,4,667.75,61.61930950198594
EPG5,12688,19,667.7894736842105,61.631530705774516
TIMM10,668,1,668,61.6376413076688
USP44,4008,6,668,61.6376413076688
ZNF710,4676,7,668,61.6376413076688
SREK1,9353,14,668.0714285714286,61.65597311335167
CAMSAP1,8018,12,668.1666666666666,61.662083715245956
KRT32,2005,3,668.3333333333334,61.668194317140234
TLR3,6015,9,668.3333333333334,61.668194317140234
ARRB1,7352,11,668.3636363636364,61.68041552092881
VPS13B,14705,22,668.4090909090909,61.686526122823096
AHSA1,1337,2,668.5,61.69263672471739
"NADK2",4011,6,668.5,61.69263672471739
KRIT1,6688,10,668.8,61.704857928505966
C8orf33,2676,4,669,61.710968530400244
COBLL1,9367,14,669.0714285714286,61.71707913229453
IL17RD,8698,13,669.0769230769231,61.72318973418882
ADNP,7360,11,669.0909090909091,61.72930033608311
MYH1,6023,9,669.2222222222222,61.735410937977385
AOC2,2677,4,669.25,61.74152153987168
ZNF417,4685,7,669.2857142857143,61.74763214176596
THSD4,9373,14,669.5,61.753742743660254
TRIM71,8704,13,669.5384615384615,61.75985334555454
MIR205HG,3348,5,669.6,61.765963947448824
FAM20A,4688,7,669.7142857142857,61.77207454934312
WDR26,7367,11,669.7272727272727,61.778185151237395
SIRPB2,2679,4,669.75,61.78429575313168
TTC37,8038,12,669.8333333333334,61.79040635502597
ANGEL2,4690,7,670,61.79651695692026
NCAPH,6030,9,670,61.79651695692026
NPFF,670,1,670,61.79651695692026
CLPB,10053,15,670.2,61.81484876260311
EPGN,2681,4,670.25,61.820959364497405
TRAPPC3L,2681,4,670.25,61.820959364497405
BRI3BP,6703,10,670.3,61.833180568285975
ANKRD63,4693,7,670.4285714285714,61.83929117018027
POLB,1341,2,670.5,61.845401772074545
PDXP,2012,3,670.6666666666666,61.85151237396883
HIC1,6707,10,670.7,61.85762297586312
MBD5,10732,16,670.75,61.86373357775741
SLC36A4,6037,9,670.7777777777778,61.8698441796517
MRPL10,2013,3,671,61.875954781545985
S100A10,671,1,671,61.875954781545985
SDF2,1342,2,671,61.875954781545985
ACADL,3356,5,671.2,61.89428658722884
GPD2,6041,9,671.2222222222222,61.900397189123126
PCDHA2,5370,8,671.25,61.90650779101742
TAF4,4699,7,671.2857142857143,61.9126183929117
WNT5A,6042,9,671.3333333333334,61.918728994805996
FUBP1,6714,10,671.4,61.924839596700274
CD109,9401,14,671.5,61.93095019859456
DDX51,4702,7,671.7142857142857,61.93706080048885
CD2BP2,3361,5,672.2,61.943171402383136
RBPMS2,2017,3,672.3333333333334,61.949282004277414
KDM3A,8741,13,672.3846153846154,61.95539260617171
DGKG,6054,9,672.6666666666666,61.96150320806599
DLX4,2018,3,672.6666666666666,61.96150320806599
ELAVL1,6054,9,672.6666666666666,61.96150320806599
SOHLH1,2691,4,672.75,61.979835013748854
ATRNL1,8746,13,672.7692307692307,61.985945615643146
TMEFF2,3364,5,672.8,61.992056217537424
ARSK,3365,5,673,61.99816681943171
ATF4,2019,3,673,61.99816681943171
S100A6,673,1,673,61.99816681943171
ZCCHC14,8079,12,673.25,62.01649862511457
OSBP,4713,7,673.2857142857143,62.022609227008864
CDH20,4040,6,673.3333333333334,62.02871982890314
RCC2,4040,6,673.3333333333334,62.02871982890314
ERLIN2,5387,8,673.375,62.04094103269172
ARHGEF4,6735,10,673.5,62.047051634586005
TMEM181,5390,8,673.75,62.0531622364803
ZNF586,2695,4,673.75,62.0531622364803
PLEKHA6,7412,11,673.8181818181819,62.06538344026886
FAP,2696,4,674,62.07149404216315
PCOLCE2,2022,3,674,62.07149404216315
TRIM2,8088,12,674,62.07149404216315
FAM83A,5393,8,674.125,62.089825847846015
DDX20,7416,11,674.1818181818181,62.09593644974029
TTF2,9439,14,674.2142857142857,62.10204705163459
ACAA1,4720,7,674.2857142857143,62.10815765352887
APPL1,6069,9,674.3333333333334,62.114268255423156
REPS1,6069,9,674.3333333333334,62.114268255423156
PCDHA6,5395,8,674.375,62.12648945921173
HDAC9,10118,15,674.5333333333333,62.13260006110601
MED12L,10794,16,674.625,62.13871066300031
ANKRD65,2024,3,674.6666666666666,62.14482126489459
KCNC3,6747,10,674.7,62.15093186678888
SLC38A1,8097,12,674.75,62.157042468683166
SMAD4,8772,13,674.7692307692307,62.16315307057745
SLMAP,6749,10,674.9,62.16926367247174
HSPA2,5400,8,675,62.17537427436602
LRRC3C,1350,2,675,62.17537427436602
PROSER2,3375,5,675,62.17537427436602
WFDC9,675,1,675,62.17537427436602
CNTNAP2,9454,14,675.2857142857143,62.199816681943176
ZFYVE16,10805,16,675.3125,62.20592728383746
RNASE9,2703,4,675.75,62.21203788573174
ASCC3,8111,12,675.9166666666666,62.21814848762604
RPL36AL,676,1,676,62.22425908952032
SLC25A40,4056,6,676,62.22425908952032
TPSB2,1352,2,676,62.22425908952032
PSMD5,3381,5,676.2,62.24259089520318
GPR137C,5410,8,676.25,62.24870149709747
NR2C1,4058,6,676.3333333333334,62.25481209899175
PIGT,6087,9,676.3333333333334,62.25481209899175
SPATA5,8116,12,676.3333333333334,62.25481209899175
C1QTNF5,1353,2,676.5,62.27314390467461
TRIM64C,1353,2,676.5,62.27314390467461
ZNF133,4060,6,676.6666666666666,62.28536510846319
SLC6A1,6767,10,676.7,62.29147571035747
SLC9A1,4737,7,676.7142857142857,62.29758631225175
TMX3,4737,7,676.7142857142857,62.29758631225175
MANBA,7444,11,676.7272727272727,62.30980751604033
ANKRD50,8798,13,676.7692307692307,62.31591811793462
ISX,3384,5,676.8,62.32202871982891
CSNK1D,6094,9,677.1111111111111,62.328139321723185
MAP3K9,11511,17,677.1176470588235,62.33424992361748
DEGS1,2032,3,677.3333333333334,62.34036052551176
SRSF4,8128,12,677.3333333333334,62.34036052551176
ANKRD42,4066,6,677.6666666666666,62.35258172930034
GPR137B,2033,3,677.6666666666666,62.35258172930034
UPRT,2711,4,677.75,62.36480293308892
KCTD21,3389,5,677.8,62.370913534983195
TEKT1,3389,5,677.8,62.370913534983195
SLCO2A1,4067,6,677.8333333333334,62.38313473877177
PCDHGB3,4745,7,677.8571428571429,62.38924534066606
WDR33,9490,14,677.8571428571429,62.38924534066606
ZNF805,10169,15,677.9333333333333,62.40146654445463
NPTX2,2713,4,678.25,62.40757714634891
TRUB2,5426,8,678.25,62.40757714634891
PCDHGB1,4748,7,678.2857142857143,62.41979835013749
EDN1,2035,3,678.3333333333334,62.425908952031776
IL2RG,2035,3,678.3333333333334,62.425908952031776
TENM1,12891,19,678.4736842105264,62.438130155820346
CHKA,2714,4,678.5,62.44424075771463
KANSL2,2714,4,678.5,62.44424075771463
PRMT6,2715,4,678.75,62.45646196150321
BIRC2,4073,6,678.8333333333334,62.46257256339749
RMND1,4073,6,678.8333333333334,62.46257256339749
CTDSPL,4753,7,679,62.474793767186064
SLC39A10,5432,8,679,62.474793767186064
AHNAK2,18335,27,679.074074074074,62.48701497097464
COL13A1,3396,5,679.2,62.49312557286893
SLC36A2,3396,5,679.2,62.49312557286893
TMPRSS15,4076,6,679.3333333333334,62.5053467766575
ITGA11,10192,15,679.4666666666667,62.51145737855178
HEYL,4077,6,679.5,62.517567980446074
GBP1,4078,6,679.6666666666666,62.52367858234036
TMEM255B,6117,9,679.6666666666666,62.52367858234036
IGF1R,12235,18,679.7222222222222,62.53589978612894
VTCN1,2719,4,679.75,62.542010388023215
TRNAU1AP,2040,3,680,62.54812098991751
BBS2,8161,12,680.0833333333334,62.55423159181179
SIAE,5441,8,680.125,62.56034219370608
MS4A14,3401,5,680.2,62.56645279560037
VDR,4762,7,680.2857142857143,62.572563397494655
RITA1,2041,3,680.3333333333334,62.57867399938895
PCDHGC4,4763,7,680.4285714285714,62.584784601283225
IDH3A,4083,6,680.5,62.59089520317751
DCBLD2,6128,9,680.8888888888889,62.5970058050718
PDE1C,8852,13,680.9230769230769,62.60311640696609
LY6K,2724,4,681,62.609227008860366
TUBGCP4,6812,10,681.2,62.615337610754665
HCAR1,4769,7,681.2857142857143,62.62144821264894
INPP1,2044,3,681.3333333333334,62.62755881454323
RNF2,3407,5,681.4,62.63366941643752
UBA6,9540,14,681.4285714285714,62.639780018331805
PCDHB2,4089,6,681.5,62.6458906202261
VPS13D,16357,24,681.5416666666666,62.652001222120376
SOCS5,4771,7,681.5714285714286,62.65811182401466
ZDHHC22,3408,5,681.6,62.66422242590895
ACTR6,2045,3,681.6666666666666,62.67033302780324
KRTAP27-1,682,1,682,62.67644362969752
MEIG1,682,1,682,62.67644362969752
SPANXD,682,1,682,62.67644362969752
PXN,5457,8,682.125,62.69477543538039
PRSS16,3411,5,682.2,62.70088603727467
PPP2R5B,2729,4,682.25,62.706996639168956
CENPC,6823,10,682.3,62.71310724106325
GBP4,6141,9,682.3333333333334,62.719217842957534
KCNJ11,3412,5,682.4,62.72532844485181
ZNF398,5460,8,682.5,62.731439046746104
ETV6,6144,9,682.6666666666666,62.73754964864039
SLC22A25,8192,12,682.6666666666666,62.73754964864039
SGTA,4097,6,682.8333333333334,62.749770852428966
HPCAL1,4781,7,683,62.755881454323244
PASD1,4098,6,683,62.755881454323244
ZNF155,2732,4,683,62.755881454323244
EXOC7,4782,7,683.1428571428571,62.77421326000611
GIMAP5,4782,7,683.1428571428571,62.77421326000611
NMRK1,2050,3,683.3333333333334,62.786434463794684
ROPN1B,2050,3,683.3333333333334,62.786434463794684
