hgnc_symbol,transcript_length,start_position,end_position,ensembl_gene_id,chromosome_name,mutation_count,mut_count_by_trans_len
NR1H3,2731,47248300,47269033,ENSG00000025434,11,10,0.003661662394727206
RTN3,4917,63681446,63759891,ENSG00000133318,11,18,0.0036607687614399025
MDFI,1913,41636882,41654244,ENSG00000112559,6,7,0.0036591740721380033
DTX2P1-UPK3BP1-PMS2P11,4646,76959835,77043775,ENSG00000265479,7,17,0.003659061558329746
EEA1,9839,92770637,92929331,ENSG00000102189,12,36,0.0036589084256530135
TLR3,6015,186069155,186088073,ENSG00000164342,4,22,0.003657522859517872
AP5Z1,5743,4775615,4794397,ENSG00000242802,7,21,0.0036566254570781823
FZD10,3282,130162459,130165740,ENSG00000111432,12,12,0.003656307129798903
ABCC12,7385,48080882,48156018,ENSG00000140798,16,27,0.0036560595802301965
HPSE,4652,83292461,83335153,ENSG00000173083,4,17,0.003654342218400688
CEP350,13414,179954773,180114875,ENSG00000135837,1,49,0.003652899955270613
FAM71F2,5749,128671693,128687877,ENSG00000205085,7,21,0.003652809184205949
ZC3H18,4654,88570403,88631964,ENSG00000158545,16,17,0.00365277180919639
OR7C1,11778,14789260,14835376,ENSG00000127530,19,43,0.003650874511801664
KCNT1,7123,135702185,135795508,ENSG00000107147,9,26,0.0036501474097992417
TAS2R7,1096,10801532,10802627,ENSG00000273326,CHR_HSCHR12_2_CTG2,4,0.0036496350364963502
YIF1A,1097,66284580,66289145,ENSG00000174851,11,4,0.0036463081130355514
C17orf78,1920,37375985,37392708,ENSG00000278505,17,7,0.0036458333333333334
SLC9A8,6309,49812713,49892242,ENSG00000197818,20,23,0.003645585671263275
VSX2,3018,74239449,74262738,ENSG00000119614,14,11,0.003644797879390325
GPN2,4665,26876132,26890283,ENSG00000142751,1,17,0.0036441586280814577
RUFY4,3568,218034960,218090581,ENSG00000188282,2,13,0.0036434977578475337
ARAP1,5767,72685069,72793599,ENSG00000186635,11,21,0.0036414080110976246
PHLDB2,6042,111732497,111976517,ENSG00000144824,3,22,0.003641178417742469
SHISA2,3845,26044597,26052016,ENSG00000180730,13,14,0.0036410923276983093
PAF1,2200,39385629,39391154,ENSG00000006712,19,8,0.0036363636363636364
SDF2L1,825,21642302,21644299,ENSG00000128228,22,3,0.0036363636363636364
ODC1,2476,10439968,10448327,ENSG00000115758,2,9,0.0036348949919224557
ZCCHC3,2752,297570,300321,ENSG00000247315,20,10,0.003633720930232558
ZNF549,5505,57527325,57557542,ENSG00000121406,19,20,0.0036330608537693005
BCL2L11,5231,111119378,111168445,ENSG00000153094,2,19,0.003632192697380998
COBLL1,9367,164653624,164843679,ENSG00000082438,2,34,0.003629764065335753
TCERG1,4684,146447311,146511961,ENSG00000113649,5,17,0.003629376601195559
ZSWIM8,6062,73785606,73801797,ENSG00000214655,10,22,0.003629165291982844
ANKRD22,3858,88819896,88851844,ENSG00000152766,10,14,0.0036288232244686366
PPFIA4,6614,203026491,203078740,ENSG00000143847,1,24,0.003628666465074085
CUTA,1378,33556632,33558507,ENSG00000226492,CHR_HSCHR6_MHC_SSTO_CTG1,5,0.00362844702467344
GALR1,10749,77249848,77277900,ENSG00000166573,18,39,0.003628244487859336
VCL,7995,73995193,74121363,ENSG00000035403,10,29,0.0036272670419011882
ACBD3,3584,226144679,226186741,ENSG00000182827,1,13,0.003627232142857143
ASAH2,7171,50182778,50279720,ENSG00000188611,10,26,0.0036257146841444706
OSBPL10,7723,31657912,32077580,ENSG00000144645,3,28,0.0036255341188657256
DCTD,1931,182890060,182917936,ENSG00000129187,4,7,0.0036250647332988087
LAMP1,5242,113297239,113323672,ENSG00000185896,13,19,0.0036245707745135446
CCNYL2,3311,42408168,42475349,ENSG00000182632,10,12,0.003624282694050136
ANKRD63,4693,40278372,40283064,ENSG00000230778,15,17,0.0036224163647986364
SPATA17,5798,217631324,217871696,ENSG00000162814,1,21,0.0036219385995170748
UBR3,8009,169827454,170084131,ENSG00000144357,2,29,0.0036209264577350482
BFAR,3039,14632814,14669237,ENSG00000275618,CHR_HSCHR16_1_CTG1,11,0.0036196117143797303
HOXB13,3039,48724763,48728750,ENSG00000159184,17,11,0.0036196117143797303
DCAF12,3592,34086387,34127399,ENSG00000198876,9,13,0.003619153674832962
UNKL,5250,1363205,1414751,ENSG00000059145,16,19,0.003619047619047619
IL17RA,8566,17084954,17115694,ENSG00000177663,22,31,0.003618958673826757
OR4S2,2211,55648327,55652854,ENSG00000174982,11,8,0.003618272274988693
GALNT2,4423,230057990,230282122,ENSG00000143641,1,16,0.0036174542165950713
LHFPL2,4977,78485215,78770021,ENSG00000145685,5,18,0.003616636528028933
OR2G6,6084,248508073,248527337,ENSG00000188558,1,22,0.003616042077580539
TRIB1,3596,125430358,125438403,ENSG00000173334,8,13,0.003615127919911012
HEPHL1,5809,94021354,94114208,ENSG00000181333,11,21,0.0036150800482010674
FIGNL2,4705,51817899,51848718,ENSG00000261308,12,17,0.0036131774707757703
WRAP73,6089,3630767,3652761,ENSG00000116213,1,22,0.003613072754146822
SOX8,4153,981770,986979,ENSG00000005513,16,15,0.003611846857693234
FNDC3B,8031,172039578,172401669,ENSG00000075420,3,29,0.0036110073465321878
KCNT2,6094,196225779,196609225,ENSG00000162687,1,22,0.0036101083032490976
MICALL1,4710,37905657,37942822,ENSG00000100139,22,17,0.0036093418259023355
HINT3,3325,125956770,125980244,ENSG00000111911,6,12,0.0036090225563909775
NEMF,5819,49782083,49852821,ENSG00000165525,14,21,0.0036088675030073896
RAPH1,9699,203394345,203535335,ENSG00000173166,2,35,0.0036086194453036394
CUL4A,5821,113208193,113267108,ENSG00000139842,13,21,0.0036076275554028517
ANKRD10,2495,110878540,110915069,ENSG00000088448,13,9,0.0036072144288577155
OR10G8,1109,124026798,124030634,ENSG00000234560,11,4,0.0036068530207394047
GPN1,2496,27628247,27651511,ENSG00000198522,2,9,0.003605769230769231
SMPD3,5271,68358327,68448508,ENSG00000103056,16,19,0.003604629102637071
RHOBTB2,5551,22987417,23020509,ENSG00000008853,8,20,0.0036029544226265538
REEP4,1666,22138020,22141951,ENSG00000168476,8,6,0.003601440576230492
TRAF3IP2,5833,111555381,111606906,ENSG00000056972,6,21,0.003600205726041488
CHRNA10,1945,3665587,3671384,ENSG00000129749,11,7,0.0035989717223650387
UVSSA,12504,1345691,1395989,ENSG00000163945,4,45,0.003598848368522073
CMBL,3893,10275875,10307902,ENSG00000164237,5,14,0.0035961983046493705
ACOT8,3059,45841721,45857405,ENSG00000101473,20,11,0.0035959463877084014
B9D1,3617,19334308,19378193,ENSG00000108641,17,13,0.0035941387890517005
WEE2,3061,141714361,141737279,ENSG00000263042,CHR_HSCHR7_1_CTG6,11,0.0035935968637700096
ESRRB,5009,76310712,76501837,ENSG00000119715,14,18,0.0035935316430425234
PCGF2,3062,38534684,38550604,ENSG00000278644,CHR_HSCHR17_7_CTG4,11,0.0035924232527759633
BLVRB,1392,40447765,40465764,ENSG00000090013,19,5,0.0035919540229885057
PDE1B,4734,54549601,54579239,ENSG00000123360,12,17,0.0035910435149978876
FKBP9,3621,32957404,33006930,ENSG00000122642,7,13,0.0035901684617508974
TTC5,5014,20256558,20305960,ENSG00000136319,14,18,0.0035899481451934583
C11orf91,836,33698261,33700826,ENSG00000205177,11,3,0.0035885167464114833
RNF145,3624,159157409,159210053,ENSG00000145860,5,13,0.00358719646799117
GLCCI1,4741,7968796,8094272,ENSG00000106415,7,17,0.003585741404766927
MCF2L2,7813,183178041,183428778,ENSG00000053524,3,28,0.0035837706386791244
ZNF317,4186,9140397,9163424,ENSG00000130803,19,15,0.00358337314859054
ZNF480,4746,52297169,52325922,ENSG00000198464,19,17,0.0035819637589549094
CPPED1,6143,12659799,12803887,ENSG00000103381,16,22,0.0035813120625101742
KLHL3,6981,137617500,137736089,ENSG00000146021,5,25,0.0035811488325454806
PSMB5,1117,23016543,23035230,ENSG00000100804,14,4,0.0035810205908683975
ARHGEF11,7261,156934840,157045742,ENSG00000132694,1,26,0.003580773998071891
ZNF319,5027,57994676,58000672,ENSG00000166188,16,18,0.003580664412174259
FAM13A,5866,88725955,89111398,ENSG00000138640,4,21,0.003579952267303103
PDZK1IP1,838,47183582,47191044,ENSG00000162366,1,3,0.003579952267303103
OAS1,7546,112905856,112933219,ENSG00000089127,12,27,0.0035780545984627618
MIA,559,40771648,40777490,ENSG00000261857,19,2,0.0035778175313059034
DMRTC2,3076,41844743,41852333,ENSG00000142025,19,11,0.003576072821846554
ZCWPW2,3357,28348721,28538122,ENSG00000206559,3,12,0.0035746201966041107
IER5,4201,181088700,181092900,ENSG00000162783,1,15,0.0035705784337062606
GPBP1L1,3641,45627304,45688113,ENSG00000159592,1,13,0.0035704476792090085
KDM6B,6728,7834217,7854796,ENSG00000132510,17,24,0.0035671819262782403
ATG4D,1963,10543895,10553418,ENSG00000130734,19,7,0.003565970453387672
PRR35,2245,560394,565529,ENSG00000161992,16,8,0.0035634743875278397
HSD17B7,3087,162790702,162812823,ENSG00000132196,1,11,0.0035633300939423387
SPON1,5052,13962723,14268133,ENSG00000262655,11,18,0.0035629453681710215
ZNF527,5333,37371061,37393066,ENSG00000189164,19,19,0.0035627226701668855
EPB41L4B,5896,109171974,109321059,ENSG00000095203,9,21,0.0035617367706919944
BCHE,2527,165772904,165837462,ENSG00000114200,3,9,0.003561535417491096
HSD17B3,1404,96235306,96302176,ENSG00000130948,9,5,0.0035612535612535613
DIP2B,8705,50504985,50748657,ENSG00000066084,12,31,0.0035611717403790924
OR8G1,5055,124241095,124254364,ENSG00000197849,11,18,0.0035608308605341245
DSC3,7583,30989365,31042815,ENSG00000134762,18,27,0.00356059607015693
CD302,3932,159768628,159798255,ENSG00000241399,2,14,0.003560528992878942
TLE2,2812,2997639,3047635,ENSG00000065717,19,10,0.0035561877667140826
ATMIN,5343,81035842,81047350,ENSG00000166454,16,19,0.003556054650945162
IRS2,8156,109752695,109786583,ENSG00000185950,13,29,0.003555664541441883
C9orf135,844,69820817,69906227,ENSG00000204711,9,3,0.0035545023696682463
HAS3,4220,69105653,69118719,ENSG00000103044,16,15,0.0035545023696682463
RNF168,5347,196468783,196503768,ENSG00000163961,3,19,0.003553394426781373
ZNF609,9006,64460578,64686068,ENSG00000180357,15,32,0.0035531867643793028
MTERF1,3941,91692008,91880702,ENSG00000127989,7,14,0.003552397868561279
CLCN6,5631,11806096,11848079,ENSG00000011021,1,20,0.003551767004084532
TSFM,2534,57782761,57808071,ENSG00000123297,12,9,0.003551696921862668
COL1A1,5914,50184101,50201632,ENSG00000108821,17,21,0.003550896178559351
FOXJ3,5352,42176539,42335877,ENSG00000198815,1,19,0.0035500747384155456
CYYR1,3099,26466209,26573286,ENSG00000166265,21,11,0.0035495321071313327
FAM120AOS,5922,93431441,93453581,ENSG00000188938,9,21,0.0035460992907801418
MFSD6,4796,190408355,190509205,ENSG00000151690,2,17,0.0035446205170975814
FGD4,8465,32399558,32646050,ENSG00000139132,12,30,0.0035440047253396337
CHD8,8467,21385194,21456126,ENSG00000100888,14,30,0.0035431675918270933
THEM4,4798,151870866,151909637,ENSG00000159445,1,17,0.0035431429762401
AQR,9597,34851782,34969742,ENSG00000021776,15,34,0.003542773783474002
ASCC2,2823,29788609,29838304,ENSG00000100325,22,10,0.003542330853701736
HECTD2,5368,91409280,91514829,ENSG00000165338,10,19,0.0035394932935916544
C1orf52,3391,85249953,85259672,ENSG00000162642,1,12,0.003538779121203185
ZNF324,5653,58467056,58475436,ENSG00000083812,19,20,0.0035379444542720678
KMT2B,8485,35717973,35738880,ENSG00000272333,19,30,0.0035356511490866236
ZNF318,8210,43307134,43369647,ENSG00000171467,6,29,0.0035322777101096225
LATS1,7362,149658153,149718105,ENSG00000131023,6,26,0.0035316490084216245
FAN1,7929,30890559,30943108,ENSG00000198690,15,28,0.0035313406482532475
RSPO3,4815,127118671,127199481,ENSG00000146374,6,17,0.0035306334371754933
FRMD8,3685,65386621,65413525,ENSG00000126391,11,13,0.0035278154681139757
MTMR1,4536,150692971,150765108,ENSG00000063601,X,16,0.003527336860670194
VDAC3,1418,42391624,42405937,ENSG00000078668,8,5,0.003526093088857546
POLR1A,12480,86020216,86106155,ENSG00000068654,2,44,0.0035256410256410257
PCDHB15,3971,141245395,141249365,ENSG00000113248,5,14,0.0035255603122639136
PRKAR1B,2553,549197,727650,ENSG00000188191,7,9,0.0035252643948296123
PLA2G15,3121,68245304,68261058,ENSG00000103066,16,11,0.003524511374559436
FANCG,2556,35073835,35079942,ENSG00000221829,9,9,0.0035211267605633804
CIT,10799,119685791,119877320,ENSG00000122966,12,38,0.003518844337438652
ZNF638,6821,71276561,71435069,ENSG00000075292,2,24,0.0035185456677906467
GRHL1,5400,9951693,10002277,ENSG00000134317,2,19,0.0035185185185185185
PDIA3,3696,43746394,43773279,ENSG00000167004,15,13,0.0035173160173160175
INS-IGF2,1706,2132538,2161209,ENSG00000129965,11,6,0.0035169988276670576
RPS6KA4,3128,64359148,64372215,ENSG00000162302,11,11,0.003516624040920716
RD3L,1422,103940426,103942561,ENSG00000227729,14,5,0.0035161744022503515
MSANTD3,1991,100427143,100451734,ENSG00000066697,9,7,0.0035158211953792064
SULT1A2,1991,28591943,28597050,ENSG00000197165,16,7,0.0035158211953792064
SCN3A,9102,165087526,165204050,ENSG00000153253,2,32,0.0035157108327840037
BLOC1S3,2561,45178784,45216933,ENSG00000189114,19,9,0.003514252245216712
ABCC3,5693,50634777,50692253,ENSG00000108846,17,20,0.003513086246267346
HOXC4,1708,54016931,54056030,ENSG00000198353,12,6,0.00351288056206089
UBA52,2848,18571730,18577550,ENSG00000221983,19,10,0.0035112359550561797
CNST,5127,246566444,246668595,ENSG00000162852,1,18,0.003510825043885313
OR6Y1,5128,158544550,158554405,ENSG00000197532,1,18,0.0035101404056162248
NPPA,855,11845709,11848345,ENSG00000175206,1,3,0.0035087719298245615
ALDH5A1,5131,24494867,24537207,ENSG00000112294,6,18,0.0035080880919898657
MTMR4,5987,58489529,58517905,ENSG00000108389,17,21,0.003507599799565726
SUGP1,2566,19276018,19320509,ENSG00000105705,19,9,0.0035074045206547155
SLC16A4,2567,110362851,110391082,ENSG00000168679,1,9,0.003506038176860148
"NAA16",4285,41311267,41377030,ENSG00000172766,13,15,0.003500583430571762
CREM,2857,35126791,35212958,ENSG00000095794,10,10,0.0035001750087504373
N6AMT1,4861,28872191,28885371,ENSG00000156239,21,17,0.003497222793663855
SLC10A1,2002,69775416,69797241,ENSG00000100652,14,7,0.0034965034965034965
ZNF280B,5721,22493526,22518259,ENSG00000277421,CHR_HSCHR22_1_CTG3,20,0.0034958923265163435
DGKA,5436,55927319,55954027,ENSG00000065357,12,19,0.003495217071376012
ZER1,4293,128729786,128772414,ENSG00000160445,9,15,0.0034940600978336828
CFB,2577,31938304,31944738,ENSG00000242335,CHR_HSCHR6_MHC_SSTO_CTG1,9,0.0034924330616996507
KBTBD12,5727,127915232,127987671,ENSG00000187715,3,20,0.003492229788720098
AMOTL2,4868,134355347,134375479,ENSG00000114019,3,17,0.003492193919474117
UBL7,1720,74447821,74463026,ENSG00000288408,CHR_HG2198_PATCH,6,0.0034883720930232558
STX2,3441,130789600,130839266,ENSG00000111450,12,12,0.0034873583260680036
SDCCAG8,2581,243256034,243500091,ENSG00000054282,1,9,0.003487020534676482
LRRC8C,7170,89633072,89769903,ENSG00000171488,1,25,0.003486750348675035
FBXO7,6884,32474676,32498829,ENSG00000100225,22,24,0.003486345148169669
UQCRC2,2008,21953288,21983660,ENSG00000140740,16,7,0.0034860557768924302
UNC5CL,3156,41026895,41039221,ENSG00000124602,6,11,0.003485424588086185
NUSAP1,3158,41320794,41381050,ENSG00000137804,15,11,0.0034832172260924636
ZNF28,5171,52797408,52857600,ENSG00000198538,19,18,0.0034809514600657515
PLEKHA1,8619,122374696,122432354,ENSG00000107679,10,30,0.003480682213713888
SLFN12L,13219,35464249,35537678,ENSG00000205045,17,46,0.00347983962478251
MAML1,5748,179733695,179778170,ENSG00000283780,CHR_HG30_PATCH,20,0.003479471120389701
PLEKHM3,9774,207821288,208025527,ENSG00000285005,CHR_HSCHR2_8_CTG7_2,34,0.0034786167382852467
ZNF521,4887,25061924,25352190,ENSG00000198795,18,17,0.0034786167382852467
COPA,5462,160288594,160343273,ENSG00000122218,1,19,0.003478579274990846
RBAK,6612,5045821,5069487,ENSG00000146587,7,23,0.0034785238959467633
MRPL34,863,17292609,17306843,ENSG00000130312,19,3,0.0034762456546929316
PLXNA2,11508,208022242,208244384,ENSG00000076356,1,40,0.003475842891901286
GRB10,5468,50590063,50793462,ENSG00000106070,7,19,0.003474762253108998
ZGLP1,2303,10304803,10309880,ENSG00000220201,19,8,0.0034737299174989146
DHX58,2591,42101404,42112714,ENSG00000108771,17,9,0.0034735623311462757
CHFR,11228,132822187,132956304,ENSG00000072609,12,39,0.003473459209120057
VLDLR,9213,2621182,2660056,ENSG00000147852,9,32,0.0034733528709432323
FUZ,1728,49806866,49817376,ENSG00000010361,19,6,0.003472222222222222
HPS3,4611,149129638,149173732,ENSG00000163755,3,16,0.003469963131641726
KCNB2,3748,72537225,72938349,ENSG00000182674,8,13,0.0034685165421558164
ZSCAN29,6055,43358172,43371043,ENSG00000140265,15,21,0.003468208092485549
MAST4,10677,66596380,67169593,ENSG00000069020,5,37,0.0034653929006275173
PPAT,4043,56393362,56435615,ENSG00000128059,4,14,0.0034627751669552313
PSMD3,2888,39980807,39997959,ENSG00000108344,17,10,0.0034626038781163434
TMEM120A,1444,75986831,75994656,ENSG00000189077,7,5,0.0034626038781163434
HNRNPCL2,1156,13088315,13089681,ENSG00000282530,CHR_HG1342_HG2282_PATCH,4,0.0034602076124567475
SLC2A2,3181,170996347,171026743,ENSG00000163581,3,11,0.0034580320653882428
RUNX3,4340,24899511,24965121,ENSG00000020633,1,15,0.0034562211981566822
MARK4,5209,45079288,45305284,ENSG00000007047,19,18,0.003455557688615857
APBB2,8972,40810027,41216714,ENSG00000163697,4,31,0.0034551939366919302
LRG1,2605,4536402,4540036,ENSG00000171236,19,9,0.00345489443378119
METTL24,3184,110243940,110358349,ENSG00000053328,6,11,0.003454773869346734
GAPDHS,1448,35533455,35545319,ENSG00000105679,19,5,0.003453038674033149
KCNK10,7530,88180103,88326907,ENSG00000100433,14,26,0.003452855245683931
TGFBR2,5794,30606601,30694142,ENSG00000163513,3,20,0.0034518467380048328
CHAD,1739,50464496,50468906,ENSG00000136457,17,6,0.0034502587694077054
NLRP9,3478,55708438,55738402,ENSG00000185792,19,12,0.0034502587694077054
SHROOM1,3768,132822141,132830659,ENSG00000164403,5,13,0.0034501061571125266
TBX2,5218,61399843,61409466,ENSG00000121068,17,18,0.0034495975469528554
PER2,6380,238244044,238290102,ENSG00000132326,2,22,0.0034482758620689655
PLCZ1,2320,18683169,18738100,ENSG00000139151,12,8,0.0034482758620689655
STMN4,2321,27235308,27258420,ENSG00000015592,8,8,0.0034467901766479965
ITGA1,10736,52787916,52959209,ENSG00000213949,5,37,0.0034463487332339793
MYO9A,12478,71822291,72118577,ENSG00000066933,15,43,0.003446065074531175
SHISA3,2322,42397488,42402487,ENSG00000178343,4,8,0.0034453057708871662
SDC4,2613,45325288,45348424,ENSG00000124145,20,9,0.003444316877152698
ERLIN1,3487,100150094,100186033,ENSG00000107566,10,12,0.0034413535990823058
ENDOD1,4651,95089846,95132645,ENSG00000149218,11,16,0.0034401204042141475
TOP2B,5814,25597984,25664907,ENSG00000077097,3,20,0.0034399724802201583
KCNH1,8140,210676823,211134165,ENSG00000143473,1,28,0.0034398034398034397
ARHGAP31,9307,119294383,119420714,ENSG00000031081,3,32,0.003438272268185237
BAZ2B,8145,159318979,159616569,ENSG00000123636,2,28,0.003437691835481891
SCARB1,5527,124776856,124882668,ENSG00000073060,12,19,0.0034376696218563416
CRLF1,1746,18572220,18607741,ENSG00000006016,19,6,0.003436426116838488
FAM91A1,5529,123768439,123815452,ENSG00000176853,8,19,0.003436426116838488
MTF2,4075,93079235,93139079,ENSG00000143033,1,14,0.0034355828220858898
NPAT,6113,108157215,108222638,ENSG00000149308,11,21,0.0034353018158023883
BLM,5240,90717346,90816166,ENSG00000197299,15,18,0.003435114503816794
SPATA2L,2331,89696357,89701705,ENSG00000158792,16,8,0.003432003432003432
APOE,1166,44905791,44909393,ENSG00000130203,19,4,0.003430531732418525
DLL3,2332,39498895,39508481,ENSG00000090932,19,8,0.003430531732418525
ADAMTS5,9621,26917922,26967088,ENSG00000154736,21,33,0.0034299968818210166
PRRG4,5543,32829927,32858120,ENSG00000135378,11,19,0.0034277467075590836
HEY2,2626,125747664,125761269,ENSG00000135547,6,9,0.003427265803503427
ANKRD17,10797,73073376,73258798,ENSG00000132466,4,37,0.003426877836436047
MFAP1,2043,43804492,43824690,ENSG00000140259,15,7,0.0034263338228095936
PSMA4,4378,78540405,78552417,ENSG00000041357,15,15,0.003426222019186843
NKX1-2,3211,124445243,124450035,ENSG00000229544,10,11,0.003425724073497353
SHANK1,9636,50659255,50719802,ENSG00000161681,19,33,0.003424657534246575
MORC4,3798,106813871,107000212,ENSG00000133131,X,13,0.0034228541337546076
C1QBP,1169,5432777,5448830,ENSG00000108561,17,4,0.003421727972626176
KREMEN2,2339,2964216,2968383,ENSG00000131650,16,8,0.003420265070542967
RPS25,1462,119015712,119018691,ENSG00000280831,CHR_HG2217_PATCH,5,0.003419972640218878
POLM,3218,44072062,44082530,ENSG00000122678,7,11,0.003418272218769422
TRMT2A,2928,20111875,20117392,ENSG00000099899,22,10,0.0034153005464480873
ADORA3,1757,111499429,111503633,ENSG00000282608,1,6,0.003414911781445646
SEC14L5,6445,4958330,5019157,ENSG00000103184,16,22,0.003413498836307215
IGSF3,7326,116574399,116667755,ENSG00000143061,1,25,0.0034125034125034124
GRID1,6154,85599552,86366795,ENSG00000182771,10,21,0.0034124146896327592
QRSL1,4106,106629578,106668417,ENSG00000130348,6,14,0.0034096444227959084
RUNDC1,5280,42980565,42995142,ENSG00000198863,17,18,0.003409090909090909
ZNF266,4401,9412429,9435573,ENSG00000174652,19,15,0.0034083162917518746
TGM3,2643,2296001,2341079,ENSG00000125780,20,9,0.00340522133938706
GPR150,2056,95620087,95622142,ENSG00000178015,5,7,0.003404669260700389
COPG1,3231,129249606,129277773,ENSG00000181789,3,11,0.0034045187248529867
PPTC7,4994,110533245,110583318,ENSG00000196850,12,17,0.003404084901882259
CRADD,1470,93677375,93894840,ENSG00000169372,12,5,0.003401360544217687
KRTAP12-1,588,44681576,44682163,ENSG00000187175,21,2,0.003401360544217687
KRTAP13-2,882,30371390,30372271,ENSG00000182816,21,3,0.003401360544217687
ADRA1D,2942,4220630,4249287,ENSG00000171873,20,10,0.003399048266485384
RBFA,5590,80034389,80050651,ENSG00000101546,18,19,0.003398926654740608
FLG2,9124,152348735,152360006,ENSG00000143520,1,31,0.0033976326172731257
STK10,5892,172042079,172188224,ENSG00000072786,5,20,0.0033944331296673455
TMEM213,4125,138797952,138838101,ENSG00000214128,7,14,0.003393939393939394
FOXE3,1768,47416285,47418052,ENSG00000186790,1,6,0.003393665158371041
SUGP2,6189,18990888,19034023,ENSG00000064607,19,21,0.0033931168201648087
ELL3,1769,43772605,43777315,ENSG00000128886,15,6,0.0033917467495760316
PRKD1,3833,29576479,30191898,ENSG00000184304,14,13,0.0033915992695016956
DDX41,2949,177511577,177516961,ENSG00000183258,5,10,0.00339097999321804
ANAPC2,2655,137174784,137188560,ENSG00000176248,9,9,0.003389830508474576
CTRL,2360,67927640,67932365,ENSG00000141086,16,8,0.003389830508474576
NDUFAB1,885,23581014,23596316,ENSG00000004779,16,3,0.003389830508474576
KDM4D,2951,94973709,94999519,ENSG00000186280,11,10,0.003388681802778719
MDGA1,10629,37630679,37699306,ENSG00000112139,6,36,0.003386960203217612
CAV2,2953,116287380,116508541,ENSG00000105971,7,10,0.0033863867253640365
SCUBE2,4727,9019476,9138114,ENSG00000175356,11,16,0.0033848106621535857
ZNF286A,5616,15699577,15720787,ENSG00000187607,17,19,0.003383190883190883
ACHE,2956,100889994,100896974,ENSG00000087085,7,10,0.0033829499323410014
PTGDR,2957,52267698,52276724,ENSG00000168229,14,10,0.0033818058843422386
CEP72,2366,612340,667168,ENSG00000112877,5,8,0.0033812341504649195
SMYD2,4732,214281102,214337131,ENSG00000143499,1,16,0.0033812341504649195
HUWE1,14796,53532096,53686728,ENSG00000086758,X,50,0.0033792917004595835
GLRA4,6809,103702210,103728655,ENSG00000188828,X,23,0.003377882214715817
CHST5,3554,75528530,75536108,ENSG00000135702,16,12,0.0033764772087788407
PCDHGB2,4740,141359994,141512975,ENSG00000253910,5,16,0.0033755274261603376
NEU3,5929,74988279,75018893,ENSG00000162139,11,20,0.0033732501264968798
TBC1D13,3855,128787253,128810430,ENSG00000107021,9,13,0.0033722438391699094
OLIG2,3262,33025935,33029196,ENSG00000205927,21,11,0.003372164316370325
SLC4A1AP,2966,27663471,27694976,ENSG00000163798,2,10,0.0033715441672285905
PCDHA7,5339,140834248,141012347,ENSG00000204963,5,18,0.003371417868514703
CCR8,1484,39329709,39333680,ENSG00000179934,3,5,0.0033692722371967657
C3orf22,1781,126526999,126558965,ENSG00000180697,3,6,0.003368893879842785
BCLAF1,7719,136256627,136289851,ENSG00000029363,6,26,0.0033683119575074493
CNKSR1,2673,26177484,26189884,ENSG00000142675,1,9,0.003367003367003367
SH3BP2,9211,2793071,2841098,ENSG00000087266,4,31,0.0033655412007382477
TEX10,4457,100302077,100352942,ENSG00000136891,9,15,0.003365492483733453
NRF1,3568,129611720,129757082,ENSG00000106459,7,12,0.0033632286995515697
PLCD1,3271,38007496,38029642,ENSG00000187091,3,11,0.003362885967594008
UNC5B,6841,71212570,71302864,ENSG00000107731,10,23,0.003362081567022365
RNF19B,2677,32936445,32964809,ENSG00000116514,1,9,0.0033619723571161747
CTTN,3272,70403871,70442051,ENSG00000288401,CHR_HG2115_PATCH,11,0.0033618581907090463
ITGA8,6547,15513954,15719922,ENSG00000077943,10,22,0.003360317702764625
RPP40,1488,4994717,5004063,ENSG00000124787,6,5,0.003360215053763441
IZUMO2,893,50152548,50163281,ENSG00000161652,19,3,0.0033594624860022394
RAB3GAP1,8038,135052289,135176667,ENSG00000115839,2,27,0.0033590445384423986
ETNPPL,2086,108742048,108763054,ENSG00000164089,4,7,0.003355704697986577
LGALS2,596,37570248,37582616,ENSG00000100079,22,2,0.003355704697986577
ZBTB21,7452,41986831,42010387,ENSG00000173276,21,25,0.0033548040794417608
SYT6,4472,114089291,114153880,ENSG00000134207,1,15,0.0033542039355992843
C2orf16,16401,27537386,27582720,ENSG00000221843,2,55,0.00335345405767941
IMPG2,8352,101222546,101320575,ENSG00000081148,3,28,0.003352490421455939
SSU72,4176,1541673,1574863,ENSG00000160075,1,14,0.003352490421455939
FBXO16,2983,28348287,28490278,ENSG00000214050,8,10,0.003352329869259135
IL33,2685,6215786,6257983,ENSG00000137033,9,9,0.0033519553072625698
RNF40,5371,30761745,30776307,ENSG00000103549,16,18,0.0033513312232358963
SASH1,7460,148272304,148552044,ENSG00000111961,6,25,0.003351206434316354
MDFIC,5373,114922094,115019917,ENSG00000135272,7,18,0.0033500837520938024
OR2V2,4777,181147586,181159285,ENSG00000182613,5,16,0.0033493824576093785
TEAD3,2986,35473597,35497079,ENSG00000007866,6,10,0.003348961821835231
ARHGAP19-SLIT1,2389,97153045,97292637,ENSG00000269891,10,8,0.0033486814566764337
BAHD1,4779,40439721,40468236,ENSG00000140320,15,16,0.0033479807491106927
USP43,4185,9644698,9729687,ENSG00000154914,17,14,0.0033452807646356035
ZNF662,5381,42906142,42919334,ENSG00000182983,3,18,0.003345103140680171
DEFB135,299,11982256,11984590,ENSG00000205883,8,1,0.0033444816053511705
