hgnc_symbol,transcript_length,start_position,end_position,ensembl_gene_id,chromosome_name,mutation_count,mut_count_by_trans_len
ADAM23,6334,206443532,206621127,ENSG00000114948,2,7,0.0011051468266498263
CLEC2A,905,9898673,9932370,ENSG00000188393,12,1,0.0011049723756906078
UBE2E2,2715,23203020,23591794,ENSG00000182247,3,3,0.0011049723756906078
GEN1,9957,17753858,17788946,ENSG00000178295,2,11,0.0011047504268353922
TNFRSF11A,8148,62325287,62391288,ENSG00000141655,18,9,0.0011045655375552283
OGT,7243,71533104,71575892,ENSG00000147162,X,8,0.001104514703851995
OR10G4,3623,124012997,124018732,ENSG00000254737,11,4,0.0011040574109853713
SNX9,8152,157700387,157945077,ENSG00000130340,6,9,0.0011040235525024535
C11orf45,3624,128899565,128906044,ENSG00000174370,11,4,0.0011037527593818985
ACVR1B,4531,51951699,51997078,ENSG00000135503,12,5,0.0011035091591260207
ZFAND1,2719,81701334,81732903,ENSG00000104231,8,3,0.0011033468186833395
RBM46,3626,154781213,154828813,ENSG00000151962,4,4,0.0011031439602868175
ZNF770,5439,34978341,34988287,ENSG00000198146,15,6,0.0011031439602868175
ASB18,3627,236193459,236264409,ENSG00000182177,2,4,0.0011028398125172319
USP31,10881,23061406,23149452,ENSG00000103404,16,12,0.0011028398125172319
"NANOGNB",907,7765216,7774121,ENSG00000205857,12,1,0.0011025358324145535
HCN1,9982,45254948,45696498,ENSG00000164588,5,11,0.0011019835704267683
ERICH1,3630,614746,738106,ENSG00000104714,8,4,0.0011019283746556473
PET100,1815,7629793,7631956,ENSG00000229833,19,2,0.0011019283746556473
SLC39A1,2723,153959099,153968184,ENSG00000143570,1,3,0.0011017260374586854
HPDL,1816,45326895,45328710,ENSG00000186603,1,2,0.0011013215859030838
SNX29,8173,11976734,12574287,ENSG00000048471,16,9,0.0011011868346996207
TBCD,8173,82752042,82945914,ENSG00000141556,17,9,0.0011011868346996207
BRMS1,1817,66337333,66345125,ENSG00000174744,11,2,0.001100715465052284
NLGN3,6361,71144821,71175255,ENSG00000196338,X,7,0.0011004559031598806
AMT,4544,49416778,49422685,ENSG00000145020,3,5,0.0011003521126760564
NHSL2,13633,71910845,72161750,ENSG00000204131,X,15,0.0011002714002787354
LYZL4,909,42397083,42410610,ENSG00000157093,3,1,0.0011001100110011
STK4,6366,44966479,45080021,ENSG00000101109,20,7,0.0010995915802701854
CEP95,3641,64506865,64542461,ENSG00000258890,17,4,0.0010985992859104642
NDC1,4552,53765478,53838463,ENSG00000058804,1,5,0.0010984182776801407
NIF3L1,1821,200889327,200903938,ENSG00000196290,2,2,0.001098297638660077
TAB2,4553,149218641,149411613,ENSG00000055208,6,5,0.0010981770261366132
CLMN,12749,95181940,95319908,ENSG00000165959,14,14,0.0010981253431641697
S1PR2,3643,10221433,10231331,ENSG00000267534,19,4,0.0010979961570134504
TKT,7286,53224712,53256052,ENSG00000163931,3,8,0.0010979961570134504
FABP4,911,81478419,81483236,ENSG00000170323,8,1,0.0010976948408342481
ZNF8,9110,58278955,58302791,ENSG00000278129,19,10,0.0010976948408342481
P4HB,8201,81843159,81860856,ENSG00000185624,17,9,0.0010974271430313376
GRB10,5468,50590063,50793462,ENSG00000106070,7,6,0.0010972933430870519
DENND5A,8203,9138825,9265959,ENSG00000184014,11,9,0.001097159575764964
GSX1,1823,27792483,27794768,ENSG00000169840,13,2,0.0010970927043335162
SMG5,4559,156249224,156282825,ENSG00000198952,1,5,0.0010967317394165387
FAM228A,1824,24175053,24200849,ENSG00000186453,2,2,0.0010964912280701754
OR4X2,912,48245104,48246015,ENSG00000172208,11,1,0.0010964912280701754
IST1,4561,71845996,71931199,ENSG00000182149,16,5,0.0010962508221881166
NPNT,4561,105894775,106004027,ENSG00000168743,4,5,0.0010962508221881166
CD300LF,1825,74694311,74712978,ENSG00000186074,17,2,0.001095890410958904
SEC24A,6389,134648785,134727909,ENSG00000113615,5,7,0.0010956331194240101
CDC6,4564,40287879,40304657,ENSG00000094804,17,5,0.0010955302366345311
NFATC2IP,4564,28950807,28967092,ENSG00000176953,16,5,0.0010955302366345311
LHX5,2739,113462033,113472280,ENSG00000089116,12,3,0.001095290251916758
KCNB1,11871,49293394,49484297,ENSG00000158445,20,13,0.0010951057198214135
GPR132,3654,105049395,105065445,ENSG00000183484,14,4,0.0010946907498631637
MAGEA10,2741,152133310,152138578,ENSG00000124260,X,3,0.0010944910616563297
OR6C75,4569,55362975,55369279,ENSG00000187857,12,5,0.001094331363536879
KIT,5483,54657267,54740783,ENSG00000157404,4,6,0.0010942914462885281
CORT,914,10450031,10451998,ENSG00000241563,1,1,0.0010940919037199124
EVA1A,1828,75469302,75569722,ENSG00000115363,2,2,0.0010940919037199124
KCTD2,3657,75032575,75065889,ENSG00000180901,17,4,0.0010937927262783702
SLAMF6,2743,160485030,160523262,ENSG00000162739,1,3,0.001093693036820999
KLHDC4,4572,87696485,87765992,ENSG00000104731,16,5,0.0010936132983377078
EHD4,6401,41895933,41972557,ENSG00000103966,15,7,0.0010935791282612093
MED18,1829,28329002,28335965,ENSG00000284944,CHR_HSCHR1_8_CTG3,2,0.0010934937124111536
PRDM6,9147,123089241,123194266,ENSG00000061455,5,10,0.0010932546190007652
ZFP92,6403,153411472,153426481,ENSG00000189420,X,7,0.0010932375449008277
MAPK6,5489,51952106,52067375,ENSG00000069956,15,6,0.001093095281472035
C19orf18,915,57958437,57974534,ENSG00000177025,19,1,0.001092896174863388
LAMTOR5,1830,110401249,110407942,ENSG00000134248,1,2,0.001092896174863388
ATP1B1,6406,169105697,169310992,ENSG00000143153,1,7,0.0010927255697783327
RSBN1L,6406,77696459,77783022,ENSG00000187257,7,7,0.0010927255697783327
DPYSL3,5492,147390808,147510068,ENSG00000113657,5,6,0.0010924981791697013
SAMHD1,5492,36890229,36951893,ENSG00000101347,20,6,0.0010924981791697013
ISL2,1831,76336773,76342475,ENSG00000159556,15,2,0.0010922992900054614
NLGN1,8242,173396284,174286644,ENSG00000169760,3,9,0.0010919679689395778
PARD6B,4579,50731580,50756795,ENSG00000124171,20,5,0.0010919414719371041
CYC1,1832,144095039,144097525,ENSG00000179091,8,2,0.001091703056768559
HRH4,3664,24460637,24479961,ENSG00000134489,18,4,0.001091703056768559
THNSL2,4580,88170295,88186636,ENSG00000144115,2,5,0.001091703056768559
NIPAL2,4581,98189826,98294393,ENSG00000104361,8,5,0.0010914647456887142
SLC17A6,3665,22338381,22379503,ENSG00000091664,11,4,0.001091405184174625
GPRASP2,3666,102712445,102717733,ENSG00000158301,X,4,0.0010911074740861974
AFF2,13748,148500617,149000663,ENSG00000155966,X,15,0.0010910677916787896
FSD2,6418,82755362,82806070,ENSG00000186628,15,7,0.0010906824555936428
HDHD3,1834,113373419,113376986,ENSG00000119431,9,2,0.0010905125408942203
PABPC4,7336,39560709,39576790,ENSG00000090621,1,8,0.0010905125408942203
SLC6A17,6419,110150494,110202202,ENSG00000197106,1,7,0.0010905125408942203
ZNF275,6420,153334147,153360110,ENSG00000063587,X,7,0.0010903426791277258
GABRA3,3669,152166234,152451315,ENSG00000011677,X,4,0.0010902153175252113
ANKRD34C,5506,79282722,79298239,ENSG00000235711,15,6,0.0010897203051216855
SLC7A1,7343,29509414,29595688,ENSG00000139514,13,8,0.001089472967451995
AQP1,2754,30911853,30925517,ENSG00000240583,7,3,0.0010893246187363835
KLF6,4590,3775996,3785281,ENSG00000067082,10,5,0.0010893246187363835
NXNL1,918,17455425,17460926,ENSG00000171773,19,1,0.0010893246187363835
PBK,1836,27809624,27838082,ENSG00000168078,8,2,0.0010893246187363835
RUSC1-AS1,1836,155316863,155324176,ENSG00000225855,1,2,0.0010893246187363835
TRAPPC5,5508,7680833,7687703,ENSG00000181029,19,6,0.0010893246187363835
ZNF547,2754,57363477,57379565,ENSG00000152433,19,3,0.0010893246187363835
DERL1,5513,123013170,123042302,ENSG00000136986,8,6,0.0010883366588064574
ABCB7,4595,75051048,75156732,ENSG00000131269,X,5,0.001088139281828074
MARK3,6433,103385377,103503831,ENSG00000075413,14,7,0.001088139281828074
MRPL23,919,1949297,1986541,ENSG00000288141,CHR_HG28_PATCH,1,0.001088139281828074
NRIP2,2757,2825348,2835544,ENSG00000053702,12,3,0.001088139281828074
OR56A3,4595,5938751,5951347,ENSG00000184478,11,5,0.001088139281828074
RSPO4,2757,958452,1002311,ENSG00000101282,20,3,0.001088139281828074
CLDN11,2758,170418868,170454733,ENSG00000013297,3,3,0.0010877447425670776
ELF1,3678,40931924,41061440,ENSG00000120690,13,4,0.001087547580206634
GBP3,3678,89006679,89022894,ENSG00000117226,1,4,0.001087547580206634
SERPINA9,1839,94462717,94479689,ENSG00000170054,14,2,0.001087547580206634
USP3,5517,63504511,63594640,ENSG00000140455,15,6,0.001087547580206634
CDK5RAP3,2759,47967810,47981781,ENSG00000108465,17,3,0.0010873504893077202
ANAPC13,1840,134477706,134486716,ENSG00000129055,3,2,0.0010869565217391304
PLEK,2760,68365282,68397453,ENSG00000115956,2,3,0.0010869565217391304
C17orf97,1841,410325,431062,ENSG00000283985,CHR_HG2285_HG106_HG2252_PATCH,2,0.0010863661053775121
TTLL11,9206,121815674,122093606,ENSG00000175764,9,10,0.0010862480990658267
FSHR,2762,48962157,49154527,ENSG00000170820,2,3,0.0010861694424330196
HELZ,13817,67070444,67245989,ENSG00000198265,17,15,0.0010856191647969891
STRBP,6451,123109500,123268586,ENSG00000165209,9,7,0.0010851030847930554
P2RY13,2765,151326312,151329549,ENSG00000181631,3,3,0.00108499095840868
PLEKHA2,5530,38901235,38973912,ENSG00000169499,8,6,0.00108499095840868
APOBEC3B,1844,38982347,38992804,ENSG00000179750,22,2,0.0010845986984815619
C19orf48,1844,50797687,50804929,ENSG00000167747,19,2,0.0010845986984815619
MANSC1,5532,12326056,12350242,ENSG00000281818,CHR_HG1362_PATCH,6,0.0010845986984815619
OR6K3,1844,158716327,158720720,ENSG00000203757,1,2,0.0010845986984815619
TRMT61B,1844,28849821,28870309,ENSG00000171103,2,2,0.0010845986984815619
TXLNB,4612,139240061,139291998,ENSG00000164440,6,5,0.0010841283607979184
MCCC2,5535,71579531,71658706,ENSG00000131844,5,6,0.001084010840108401
SAMD3,3690,130144315,130365425,ENSG00000164483,6,4,0.001084010840108401
ZNF543,3690,57320472,57330770,ENSG00000178229,19,4,0.001084010840108401
MBNL1,6458,152243828,152465780,ENSG00000152601,3,7,0.0010839269123567668
IFIT1,4613,89392546,89406487,ENSG00000185745,10,5,0.0010838933448948623
BEND2,4614,18162931,18220886,ENSG00000177324,X,5,0.001083658430862592
BBC3,1846,47220822,47232766,ENSG00000105327,19,2,0.0010834236186348862
CAB39L,3692,49308650,49444064,ENSG00000102547,13,4,0.0010834236186348862
SPAG6,2770,22345445,22454224,ENSG00000077327,10,3,0.0010830324909747292
RBM34,1847,235131183,235161283,ENSG00000188739,1,2,0.0010828370330265296
TRHR,3694,109086585,109121565,ENSG00000174417,8,4,0.0010828370330265296
TBC1D30,8312,64759484,64881033,ENSG00000111490,12,9,0.001082771896053898
ACTR3B,5543,152759749,152855378,ENSG00000133627,7,6,0.0010824463287028685
SLC51B,924,65045387,65053397,ENSG00000186198,15,1,0.0010822510822510823
TAS2R41,924,143477873,143478796,ENSG00000284982,CHR_HG708_PATCH,1,0.0010822510822510823
PTPN4,11090,119759922,119984899,ENSG00000088179,2,12,0.0010820559062218215
LRCH3,7394,197791226,197888436,ENSG00000186001,3,8,0.0010819583446037328
ACER2,2773,19409009,19452505,ENSG00000177076,9,3,0.0010818608005769925
LURAP1,1849,46203334,46221256,ENSG00000171357,1,2,0.001081665765278529
SLC1A1,3698,4490468,4587469,ENSG00000106688,9,4,0.001081665765278529
SLC17A4,3699,25754699,25781199,ENSG00000146039,6,4,0.0010813733441470668
TMEM125,1850,43269983,43274002,ENSG00000179178,1,2,0.001081081081081081
KLHL11,7402,41848518,41865423,ENSG00000178502,17,8,0.0010807889759524452
PPP2R1B,5553,111726908,111766389,ENSG00000137713,11,6,0.0010804970286331713
ZNF276,4628,89720400,89740925,ENSG00000158805,16,5,0.00108038029386344
RND3,2777,150468195,150539011,ENSG00000115963,2,3,0.0010803024846957148
TSPAN4,2777,842812,867116,ENSG00000214063,11,3,0.0010803024846957148
IFIT2,3703,89283694,89309271,ENSG00000119922,10,4,0.001080205238995409
IL17F,926,52236681,52244500,ENSG00000112116,6,1,0.0010799136069114472
OR52N5,2778,5776165,5783355,ENSG00000181009,11,3,0.0010799136069114472
SMAD9,5558,36844831,36920765,ENSG00000120693,13,6,0.0010795250089960418
LTV1,1853,143843338,143863812,ENSG00000135521,6,2,0.0010793308148947653
MTPAP,5560,30309801,30374448,ENSG00000107951,10,6,0.001079136690647482
TGFB1,2780,41301587,41353922,ENSG00000105329,19,3,0.001079136690647482
TIA1,4634,70209444,70248660,ENSG00000116001,2,5,0.0010789814415192059
CSNK1G3,4635,123512099,123617045,ENSG00000151292,5,5,0.0010787486515641855
CYP3A4,2781,99756960,99784248,ENSG00000160868,7,3,0.0010787486515641855
FXR1,8343,180868141,180982753,ENSG00000114416,3,9,0.0010787486515641855
KLK1,1854,50819146,50823787,ENSG00000167748,19,2,0.0010787486515641855
OR2D2,927,6891574,6892500,ENSG00000166368,11,1,0.0010787486515641855
OTOA,4635,21663968,21761935,ENSG00000155719,16,5,0.0010787486515641855
TCF4,8343,55222185,55664787,ENSG00000196628,18,9,0.0010787486515641855
ZNF280C,4638,130202707,130268899,ENSG00000056277,X,5,0.0010780508840017248
YES1,4639,721588,812546,ENSG00000176105,18,5,0.0010778184953653806
ARMCX5,4640,102599168,102604159,ENSG00000125962,X,5,0.0010775862068965517
ATAD1,4640,87751512,87841343,ENSG00000283024,CHR_HG2334_PATCH,5,0.0010775862068965517
DDX25,7424,125903348,125943702,ENSG00000109832,11,8,0.0010775862068965517
KLRC4,928,10407384,10409757,ENSG00000183542,12,1,0.0010775862068965517
BMPR2,12068,202376327,202567751,ENSG00000204217,2,13,0.0010772290354656945
CA1,2785,85327608,85379014,ENSG00000133742,8,3,0.0010771992818671453
PHOX2B,2785,41744082,41748725,ENSG00000109132,4,3,0.0010771992818671453
ACY1,1857,51983340,51989197,ENSG00000243989,3,2,0.0010770059235325794
ADD2,9290,70607618,70768225,ENSG00000075340,2,10,0.001076426264800861
MND1,929,153344649,153415118,ENSG00000121211,4,1,0.001076426264800861
USP18,1858,18150170,18177397,ENSG00000184979,22,2,0.001076426264800861
MIPOL1,7434,37197913,37552361,ENSG00000151338,14,8,0.0010761366693570083
SGMS1,3717,50305586,50625163,ENSG00000198964,10,4,0.0010761366693570083
RFESD,2788,95646754,95684773,ENSG00000175449,5,3,0.0010760401721664275
GLYR1,3718,4803203,4847288,ENSG00000140632,16,4,0.0010758472296933835
WBP2,3718,75845699,75856507,ENSG00000132471,17,4,0.0010758472296933835
TPP1,4649,6612768,6619448,ENSG00000166340,11,5,0.0010755001075500108
CHST6,8370,75472052,75495445,ENSG00000183196,16,9,0.001075268817204301
MAD2L2,1860,11674480,11691650,ENSG00000116670,1,2,0.001075268817204301
OR2G3,930,247605586,247606515,ENSG00000177476,1,1,0.001075268817204301
OR4A47,930,48488793,48489722,ENSG00000237388,11,1,0.001075268817204301
OR5AK2,930,56988914,56989843,ENSG00000181273,11,1,0.001075268817204301
OR8U1,930,56375624,56376553,ENSG00000172199,11,1,0.001075268817204301
ZNF76,4651,35258909,35295985,ENSG00000065029,6,5,0.0010750376263169211
ADAM20,2791,70522358,70535015,ENSG00000134007,14,3,0.0010748835542816195
HPSE,4652,83292461,83335153,ENSG00000173083,4,5,0.0010748065348237317
CLK4,3722,178602664,178630615,ENSG00000113240,5,4,0.0010746910263299302
NME4,1861,396725,410367,ENSG00000103202,16,2,0.0010746910263299302
PPIG,7445,169584342,169641406,ENSG00000138398,2,8,0.0010745466756212224
C3orf80,2792,160225422,160228213,ENSG00000180044,3,3,0.0010744985673352436
MRPL35,3723,86199355,86213790,ENSG00000132313,2,4,0.0010744023636852001
ERC1,9308,990509,1495933,ENSG00000082805,12,10,0.0010743446497636442
RASEF,5585,82979590,83063177,ENSG00000165105,9,6,0.0010743061772605193
DMRTA1,5586,22446824,22455740,ENSG00000176399,9,6,0.0010741138560687433
SRL,5587,4189374,4242080,ENSG00000185739,16,6,0.0010739216037229282
ANKFN1,9314,55882301,56517016,ENSG00000153930,17,10,0.001073652566029633
FAM71C,1864,99647753,99650114,ENSG00000180219,12,2,0.001072961373390558
MLXIP,8390,122078756,122147344,ENSG00000175727,12,9,0.0010727056019070322
GRB2,3729,75318076,75405709,ENSG00000177885,17,4,0.0010726736390453205
SLC6A6,6526,14402576,14489349,ENSG00000131389,3,7,0.0010726325467361323
ZCCHC4,2797,25312774,25370383,ENSG00000168228,4,3,0.0010725777618877368
ARMCX3,3730,101622797,101627843,ENSG00000102401,X,4,0.0010723860589812334
RMI2,1865,11249619,11381662,ENSG00000175643,16,2,0.0010723860589812334
PIK3R3,5596,46040140,46133036,ENSG00000117461,1,6,0.001072194424588992
SENP2,5596,185582496,185633551,ENSG00000163904,3,6,0.001072194424588992
GPR37L1,6529,202122886,202133592,ENSG00000170075,1,7,0.0010721396844846072
OR51B4,933,5301014,5301946,ENSG00000183251,11,1,0.0010718113612004287
OR5M9,933,56462469,56463401,ENSG00000150269,11,1,0.0010718113612004287
TFB1M,2799,155256134,155314493,ENSG00000029639,6,3,0.0010718113612004287
UGT8,3733,114598770,114678225,ENSG00000174607,4,4,0.0010715242432360033
F9,2800,139530739,139563459,ENSG00000101981,X,3,0.0010714285714285715
PECR,1867,215996329,216082955,ENSG00000115425,2,2,0.0010712372790573112
RGS8,5606,182641816,182684576,ENSG00000135824,1,6,0.0010702818408847663
RNF128,2803,106693794,106797016,ENSG00000133135,X,3,0.0010702818408847663
ZNF596,2803,232137,264703,ENSG00000172748,8,3,0.0010702818408847663
GGACT,2804,100530164,100589528,ENSG00000134864,13,3,0.0010699001426533524
PCSK7,9347,117204337,117232525,ENSG00000160613,11,10,0.0010698619878035734
STX1B,4674,30989256,31010638,ENSG00000099365,16,5,0.001069747539580659
MSL3,6544,11758159,11775772,ENSG00000005302,X,7,0.001069682151589242
LEAP2,935,132873444,132875046,ENSG00000164406,5,1,0.0010695187165775401
LSMEM1,1870,112480853,112491062,ENSG00000181016,7,2,0.0010695187165775401
ZNF75D,5611,135248920,135344109,ENSG00000186376,X,6,0.0010693281055070398
OXA1L,2806,22766522,22773042,ENSG00000155463,14,3,0.0010691375623663579
HOXD9,1871,176122719,176124937,ENSG00000128709,2,2,0.0010689470871191875
RBX1,1871,40951347,40973309,ENSG00000100387,22,2,0.0010689470871191875
CHFR,11228,132822187,132956304,ENSG00000072609,12,12,0.0010687566797292483
STON1,5614,48529383,48598513,ENSG00000243244,2,6,0.0010687566797292483
GRM2,6550,51707068,51718613,ENSG00000164082,3,7,0.001068702290076336
GATB,6552,151670504,151761007,ENSG00000059691,4,7,0.0010683760683760685
MLPH,3744,237485428,237555322,ENSG00000115648,2,4,0.0010683760683760685
OR1L4,936,122723990,122724925,ENSG00000136939,9,1,0.0010683760683760685
OR7G1,936,9114828,9115763,ENSG00000161807,19,1,0.0010683760683760685
ZNF286A,5616,15699577,15720787,ENSG00000187607,17,6,0.0010683760683760685
PPP1R12A,5620,79773563,79935460,ENSG00000058272,12,6,0.0010676156583629894
C1orf74,4684,209779208,209784559,ENSG00000162757,1,5,0.001067463706233988
MGAT4A,8432,98619106,98731132,ENSG00000071073,2,9,0.0010673624288425048
DMKN,2811,35497220,35513658,ENSG00000161249,19,3,0.0010672358591248667
STRAP,1874,15882387,15903478,ENSG00000023734,12,2,0.0010672358591248667
TLK2,6560,62458658,62615481,ENSG00000146872,17,7,0.0010670731707317074
ING3,3749,120950763,120977216,ENSG00000071243,7,4,0.0010669511869831954
JMJD4,3749,227730425,227735411,ENSG00000081692,1,4,0.0010669511869831954
KCMF1,7500,84971093,85059472,ENSG00000176407,2,8,0.0010666666666666667
KRT83,1875,52314301,52321398,ENSG00000170523,12,2,0.0010666666666666667
DLST,2813,74881891,74903743,ENSG00000119689,14,3,0.001066477070742979
ANGEL2,4690,212992182,213015867,ENSG00000174606,1,5,0.0010660980810234541
CBX8,3752,79792132,79801683,ENSG00000141570,17,4,0.0010660980810234541
GFY,1876,49423749,49428987,ENSG00000261949,19,2,0.0010660980810234541
PON2,1876,95404862,95435329,ENSG00000105854,7,2,0.0010660980810234541
PCSK2,4691,17226107,17484578,ENSG00000125851,20,5,0.0010658708164570454
WDR72,7507,53513741,53762878,ENSG00000166415,15,8,0.0010656720394298656
FPGT,4692,74198238,74234086,ENSG00000254685,1,5,0.0010656436487638534
FSIP1,2816,39588357,39782841,ENSG00000150667,15,3,0.001065340909090909
OR1D5,939,3062669,3063607,ENSG00000262628,17,1,0.0010649627263045794
OR6C68,939,55492378,55493316,ENSG00000205327,12,1,0.0010649627263045794
CLDND1,2818,98497912,98523066,ENSG00000080822,3,3,0.0010645848119233499
PNKD,3758,218269651,218346793,ENSG00000127838,2,4,0.0010643959552953698
RASA2,5638,141487027,141615344,ENSG00000155903,3,6,0.001064207165661582
ABL2,12217,179099330,179229684,ENSG00000143322,1,13,0.0010640910207088483
SLC30A10,6579,219685427,219958647,ENSG00000196660,1,7,0.0010639914880680955
MAGEB1,1881,30243715,30252040,ENSG00000214107,X,2,0.001063264221158958
TMEM212,1881,171843349,171938715,ENSG00000186329,3,2,0.001063264221158958
TMEM104,4703,74776499,74839753,ENSG00000109066,17,5,0.00106315118009781
PDCD7,2823,65117379,65133808,ENSG00000090470,15,3,0.0010626992561105207
TSHZ2,12236,52972358,53495330,ENSG00000182463,20,13,0.0010624387054593003
LIX1,3765,97091867,97142753,ENSG00000145721,5,4,0.0010624169986719787
OR1J2,942,122510802,122511743,ENSG00000197233,9,1,0.0010615711252653928
OR1J4,942,122519141,122520082,ENSG00000239590,9,1,0.0010615711252653928
OR6M1,942,123805408,123806349,ENSG00000196099,11,1,0.0010615711252653928
RAB39A,1885,107928448,107963482,ENSG00000179331,11,2,0.0010610079575596816
NUP35,2828,183117513,183161680,ENSG00000163002,2,3,0.0010608203677510608
LRR1,1886,49598761,49614672,ENSG00000165501,14,2,0.0010604453870625664
SLC6A4,6604,30194319,30236002,ENSG00000108576,17,7,0.0010599636583888553
FNDC5,2831,32862268,32872482,ENSG00000160097,1,3,0.0010596962204168139
OR10K1,3775,158461574,158470857,ENSG00000173285,1,4,0.0010596026490066225
SESN1,5664,108984309,109094846,ENSG00000080546,6,6,0.001059322033898305
HBP1,2834,107168961,107202522,ENSG00000283847,CHR_HG2266_PATCH,3,0.001058574453069866
RALGAPA1,9447,35538352,35809304,ENSG00000174373,14,10,0.0010585371017254154
PLAA,4724,26903372,26947242,ENSG00000137055,9,5,0.0010584250635055038
COPZ1,1890,54301202,54351846,ENSG00000111481,12,2,0.0010582010582010583
DESI1,3780,41598028,41621043,ENSG00000100418,22,4,0.0010582010582010583
MAPRE3,1890,26970637,27027219,ENSG00000084764,2,2,0.0010582010582010583
ODF2L,7560,86346824,86396342,ENSG00000122417,1,8,0.0010582010582010583
ZNF330,1891,141220887,141234697,ENSG00000109445,4,2,0.0010576414595452142
CD33,4728,51225064,51243860,ENSG00000105383,19,5,0.0010575296108291032
OR5B17,946,58358124,58359069,ENSG00000197786,11,1,0.0010570824524312897
CCDC80,12301,112596797,112649530,ENSG00000091986,3,13,0.0010568246484025689
RGMA,11359,93035271,93089211,ENSG00000182175,15,12,0.001056431023857734
SQSTM1,2840,179806398,179838078,ENSG00000161011,5,3,0.001056338028169014
CTSA,6632,45890144,45898949,ENSG00000064601,20,7,0.0010554885404101327
IDS,7580,149476988,149521096,ENSG00000010404,X,8,0.0010554089709762533
ATXN1L,8531,71808439,71885268,ENSG00000224470,16,9,0.0010549759699917947
ERICH4,948,41443156,41444765,ENSG00000204978,19,1,0.0010548523206751054
FBXO9,4743,53051991,53100873,ENSG00000112146,6,5,0.0010541851149061775
SVOP,6641,108907741,109021068,ENSG00000166111,12,7,0.0010540581237765397
KNSTRN,1899,40382721,40394288,ENSG00000128944,15,2,0.00105318588730911
AQP9,2849,58138169,58185911,ENSG00000103569,15,3,0.001053001053001053
SYTL3,2851,158650014,158764876,ENSG00000164674,6,3,0.001052262364082778
C18orf54,5703,54357906,54385218,ENSG00000166845,18,6,0.0010520778537611783
CTDSPL,4753,37861880,37984469,ENSG00000144677,3,5,0.001051967178624027
PCDHA10,12358,140855883,141012347,ENSG00000250120,5,13,0.001051950153746561
CXCR2,2853,218125289,218137251,ENSG00000180871,2,3,0.0010515247108307045
IFNL2,951,39268396,39270188,ENSG00000183709,19,1,0.0010515247108307045
RPL22L1,1902,170864875,170870208,ENSG00000163584,3,2,0.0010515247108307045
GALNT16,5708,69259277,69357033,ENSG00000100626,14,6,0.001051156271899089
GPM6A,2854,175632934,176002664,ENSG00000150625,4,3,0.001051156271899089
OR4E2,2855,21653835,21667642,ENSG00000221977,14,3,0.0010507880910683013
SLC13A2,2855,28473293,28497781,ENSG00000007216,17,3,0.0010507880910683013
TOR1AIP1,3807,179882042,179920077,ENSG00000143337,1,4,0.0010506960861570791
TINAGL1,4759,31576485,31587686,ENSG00000142910,1,5,0.0010506408909434755
SULT2A1,1904,47870467,47886315,ENSG00000105398,19,2,0.0010504201680672268
C1QL2,1905,119156243,119158751,ENSG00000144119,2,2,0.0010498687664041995
IMMP1L,1905,31432401,31509645,ENSG00000148950,11,2,0.0010498687664041995
SAMD14,4763,50110040,50130160,ENSG00000167100,17,5,0.0010497585555322277
PLEKHJ1,2858,2230084,2237704,ENSG00000104886,19,3,0.0010496850944716584
LIMD1,11442,45555394,45686341,ENSG00000144791,3,12,0.001048767697954903
RARRES2,1907,150338317,150341662,ENSG00000106538,7,2,0.001048767697954903
SERPINI1,1907,167735243,167825569,ENSG00000163536,3,2,0.001048767697954903
CYP2U1,4768,107931549,107953461,ENSG00000155016,4,5,0.0010486577181208054
OTX1,2861,63050057,63057836,ENSG00000115507,2,3,0.0010485844110450892
ZSCAN25,5722,99616946,99632408,ENSG00000197037,7,6,0.0010485844110450892
DDN,3815,48995149,48999375,ENSG00000181418,12,4,0.0010484927916120576
PCDHGA1,4769,141330514,141512975,ENSG00000204956,5,5,0.0010484378276368212
KRT8,2862,52897187,52949954,ENSG00000170421,12,3,0.0010482180293501049
MRPL40,954,19432545,19436075,ENSG00000185608,22,1,0.0010482180293501049
OR10AD1,954,48202339,48203292,ENSG00000172640,12,1,0.0010482180293501049
SOCS5,4771,46698952,46780245,ENSG00000171150,2,5,0.0010479983232026828
FAXDC2,3817,154818492,154859252,ENSG00000170271,5,4,0.001047943411055803
RRM2B,4774,102204502,102238961,ENSG00000048392,8,5,0.0010473397570171764
CELF4,3820,37243040,37565827,ENSG00000101489,18,4,0.0010471204188481676
SDR16C6P,955,56373064,56395365,ENSG00000253542,8,1,0.0010471204188481676
ZBTB41,8595,197153682,197201293,ENSG00000177888,1,9,0.0010471204188481676
ST3GAL3,4776,43705824,43931165,ENSG00000126091,1,5,0.0010469011725293131
AKAP4,2866,50190777,50201007,ENSG00000147081,X,3,0.00104675505931612
RNF13,2866,149812770,149962139,ENSG00000082996,3,3,0.00104675505931612
GFRAL,1911,55327469,55402493,ENSG00000187871,6,2,0.0010465724751439038
CCZ1,2867,5898725,5926550,ENSG00000122674,7,3,0.0010463899546564353
C1orf194,956,109105951,109113857,ENSG00000179902,1,1,0.0010460251046025104
RAB5C,1912,42124978,42155044,ENSG00000108774,17,2,0.0010460251046025104
SFRP4,2868,37905932,38025695,ENSG00000106483,7,3,0.0010460251046025104
SP6,3824,47844908,47855874,ENSG00000189120,17,4,0.0010460251046025104
