gene,length,count,rate
EMCN,3966,2,1983
AATK,11898,6,1983
NOLC1,3967,2,1983.5
FBXO31,5953,3,1984.3333333333333
KIF17,3969,2,1984.5
TMEM30B,3969,2,1984.5
CLCNKB,3970,2,1985
PCDHB15,3971,2,1985.5
SCARA5,3971,2,1985.5
SASS6,3972,2,1986
FTSJ1,1986,1,1986
GALNT10,5958,3,1986
DCLRE1C,5960,3,1986.6666666666667
ZNF784,1987,1,1987
ZNF821,1987,1,1987
PHIP,11926,6,1987.6666666666667
CUBN,11927,6,1987.8333333333333
FUT5,1988,1,1988
DPY19L2,3976,2,1988
GFRA3,1988,1,1988
PRDM2,7957,4,1989.25
F2,1990,1,1990
NDUFB11,1990,1,1990
PRND,3981,2,1990.5
TMEM132A,3981,2,1990.5
ZNF526,3982,2,1991
WDR62,5973,3,1991
GGA2,5973,3,1991
SULT1A2,1991,1,1991
NKTR,7964,4,1991
SMG6,5974,3,1991.3333333333333
RAD54L2,9957,5,1991.4
PI4KB,3983,2,1991.5
ELAVL2,3983,2,1991.5
FOXC1,3983,2,1991.5
FUT4,5975,3,1991.6666666666667
SLC17A8,3984,2,1992
"NAT9",1993,1,1993
PARD3,5980,3,1993.3333333333333
MAGEC2,1994,1,1994
NOP58,1994,1,1994
GAD1,3988,2,1994
GRIP2,7977,4,1994.25
KCNJ14,3990,2,1995
PWWP2A,3991,2,1995.5
LIX1L,3991,2,1995.5
ARHGEF3,3992,2,1996
ZNF347,7984,4,1996
FAM161B,3992,2,1996
CASP1,1996,1,1996
ZNF224,3993,2,1996.5
OR52A5,3993,2,1996.5
PAM,3993,2,1996.5
TAB3,7987,4,1996.75
COL4A4,9984,5,1996.8
DHX30,3994,2,1997
CTLA4,1997,1,1997
PDZD2,11984,6,1997.3333333333333
FGF18,1998,1,1998
BRAP,3996,2,1998
FOXP4,5994,3,1998
SLC7A9,1998,1,1998
NF2,5995,3,1998.3333333333333
SMO,3997,2,1998.5
POC1A,1999,1,1999
LIPH,4001,2,2000.5
LLGL1,6004,3,2001.3333333333333
ADAMTS15,6006,3,2002
HIP1,8009,4,2002.25
NDST1,8011,4,2002.75
BMP2K,8012,4,2003
GPBAR1,2003,1,2003
RP1L1,8014,4,2003.5
RCBTB1,4008,2,2004
CAMSAP2,8017,4,2004.25
AMBN,2005,1,2005
GRXCR2,2005,1,2005
ZFP62,4010,2,2005
AOC3,4011,2,2005.5
"NADK2",4011,2,2005.5
ELF2,4012,2,2006
MTCH1,2006,1,2006
HIVEP2,10032,5,2006.4
IFIT3,4013,2,2006.5
POLI,6020,3,2006.6666666666667
ATF5,2007,1,2007
NEDD1,4015,2,2007.5
MYH1,6023,3,2007.6666666666667
LDLRAD2,4016,2,2008
CDH2,4016,2,2008
UQCRC2,2008,1,2008
RIPK4,4016,2,2008
EPPIN,4017,2,2008.5
REEP1,4017,2,2008.5
ZBTB7B,4017,2,2008.5
MYH7,6027,3,2009
SEC24D,4018,2,2009
ZSCAN21,2009,1,2009
DNAH14,14065,7,2009.2857142857142
SYT12,6028,3,2009.3333333333333
COL4A3,8038,4,2009.5
PRPF4,4020,2,2010
EXTL1,4020,2,2010
KRBA1,4020,2,2010
LASP1,4023,2,2011.5
LRRTM1,4023,2,2011.5
SH3GL3,2012,1,2012
PDXP,2012,1,2012
KLHL10,2012,1,2012
IQSEC2,6037,3,2012.3333333333333
TTC31,4025,2,2012.5
TRIP4,2013,1,2013
ANKRD24,4026,2,2013
NIPSNAP1,2013,1,2013
FAM161A,4027,2,2013.5
GPD2,6041,3,2013.6666666666667
VNN2,2014,1,2014
NCAM1,6045,3,2015
CRP,2015,1,2015
DRD1,4031,2,2015.5
ZNF846,2016,1,2016
GLO1,2016,1,2016
FEN1,2016,1,2016
PDCD6IP,6049,3,2016.3333333333333
RBPMS2,2017,1,2017
IL1A,2017,1,2017
BRPF3,6052,3,2017.3333333333333
KLF11,4035,2,2017.5
DGKG,6054,3,2018
CDK17,4036,2,2018
DLX4,2018,1,2018
CECR2,10090,5,2018
SLC12A6,8072,4,2018
SRP54,6055,3,2018.3333333333333
RTCB,2019,1,2019
EMC4,2019,1,2019
UTP3,2020,1,2020
RCC2,4040,2,2020
GPR50,2020,1,2020
THBD,4040,2,2020
SARAF,2020,1,2020
PUS1,4041,2,2020.5
RPS19,2021,1,2021
SHANK3,8090,4,2022.5
CLASP1,8092,4,2023
IFIT5,4046,2,2023
DOCK2,6069,3,2023
CFTR,6070,3,2023.3333333333333
OR1L8,2024,1,2024
GLYAT,2024,1,2024
COL20A1,8097,4,2024.25
TMEM40,2025,1,2025
AZGP1,2027,1,2027
ADCK5,2027,1,2027
DYNAP,2027,1,2027
GPATCH8,8109,4,2027.25
AADACL3,4055,2,2027.5
SKI,6083,3,2027.6666666666667
NR2C1,4058,2,2029
ZNF646,8118,4,2029.5
FAM114A1,4060,2,2030
PCCB,6090,3,2030
GCGR,2030,1,2030
KIAA0408,8123,4,2030.75
MMP15,4062,2,2031
ARRDC4,4062,2,2031
CCT7,2031,1,2031
TOMM22,2031,1,2031
SLC39A5,2031,1,2031
AKAP10,4063,2,2031.5
PTPRM,6095,3,2031.6666666666667
DEGS1,2032,1,2032
HTRA4,2032,1,2032
GPR108,2034,1,2034
QTRT1,2034,1,2034
BCL11A,6102,3,2034
ZNF792,4068,2,2034
EDN1,2035,1,2035
TUBB4B,2035,1,2035
LYPD4,2036,1,2036
LTA4H,6109,3,2036.3333333333333
CTSS,4074,2,2037
DHRS13,2037,1,2037
TNFRSF11A,8148,4,2037
TBPL2,2037,1,2037
THSD7B,6112,3,2037.3333333333333
BCAS1,6112,3,2037.3333333333333
DCLK2,4075,2,2037.5
MTF2,4075,2,2037.5
ZNF799,4076,2,2038
CNTFR,2038,1,2038
MFSD5,2038,1,2038
WDR86,2038,1,2038
ZNF837,2038,1,2038
SOX13,4076,2,2038
BAZ1B,6115,3,2038.3333333333333
OAT,2039,1,2039
SRMS,4082,2,2041
ID2,2041,1,2041
RITA1,2041,1,2041
FAM169A,6125,3,2041.6666666666667
FAAH,2042,1,2042
ZCRB1,4085,2,2042.5
MFAP1,2043,1,2043
CACNB2,6129,3,2043
PRR5-ARHGAP8,2043,1,2043
FUCA1,2043,1,2043
GJD3,4086,2,2043
STAP2,2043,1,2043
PRC1,4087,2,2043.5
TNS4,4087,2,2043.5
"NAV3",10219,5,2043.8
HGS,4088,2,2044
TSGA13,2046,1,2046
RAB11FIP1,8185,4,2046.25
ZNF592,8187,4,2046.75
SP5,2047,1,2047
PPP6R2,4094,2,2047
ALPK3,10238,5,2047.6
CCT3,2048,1,2048
KPNA2,4097,2,2048.5
HSPG2,14341,7,2048.714285714286
ANKHD1,8195,4,2048.75
DOCK5,10246,5,2049.2
ANAPC5,6149,3,2049.6666666666665
HIPK1,8201,4,2050.25
FOXRED1,4101,2,2050.5
SORCS2,6152,3,2050.6666666666665
RNF34,2051,1,2051
BPGM,2051,1,2051
ZNF485,2052,1,2052
RASGEF1A,4104,2,2052
ZNF318,8210,4,2052.5
KHDC1,2053,1,2053
QRSL1,4106,2,2053
CDC42BPG,6161,3,2053.6666666666665
ATP8B1,6161,3,2053.6666666666665
SEC11C,2054,1,2054
GPAA1,2054,1,2054
POLR2B,4108,2,2054
SKOR2,4109,2,2054.5
WNT10A,2055,1,2055
NUDT22,2055,1,2055
DAP3,2056,1,2056
C8orf58,2056,1,2056
HEBP1,2056,1,2056
HMG20A,4112,2,2056
HCAR3,2056,1,2056
ROPN1,2056,1,2056
MAMDC4,4112,2,2056
CARD10,4113,2,2056.5
LZTFL1,4113,2,2056.5
PODXL,6170,3,2056.6666666666665
FARSA,2057,1,2057
ABCC4,6171,3,2057
WDR44,4114,2,2057
RIPK1,6172,3,2057.3333333333335
SLC34A2,4115,2,2057.5
NFKB1,4115,2,2057.5
NODAL,2058,1,2058
MIF4GD,2058,1,2058
ZBTB1,4119,2,2059.5
RNASE4,2061,1,2061
RCL1,2061,1,2061
SH3BP5L,4122,2,2061
ANKHD1-EIF4EBP3,8246,4,2061.5
OR2A7,2062,1,2062
NXF5,2062,1,2062
TYR,2062,1,2062
SLC18A2,4125,2,2062.5
ARHGAP20,6189,3,2063
AREL1,6190,3,2063.3333333333335
CHEK1,4128,2,2064
GCNT7,2064,1,2064
NR2E3,2064,1,2064
ACTG2,2064,1,2064
KLRK1,2064,1,2064
SLC16A2,4128,2,2064
NUP93,8257,4,2064.25
DNAJC5G,2065,1,2065
KCNJ4,2065,1,2065
HCAR2,2065,1,2065
SLC11A2,4132,2,2066
MASTL,4132,2,2066
LDHD,2067,1,2067
STAT1,4134,2,2067
PICALM,4134,2,2067
ATP8A1,8270,4,2067.5
TRPM6,8271,4,2067.75
TCF7L2,4136,2,2068
TMPO,4136,2,2068
IFI16,4138,2,2069
SPAG9,8276,4,2069
PARP1,6210,3,2070
AP3B2,6210,3,2070
PPP1R12C,4141,2,2070.5
DOCK7,8283,4,2070.75
CHST2,4142,2,2071
ARHGEF28,8285,4,2071.25
FAM135A,6215,3,2071.6666666666665
FGFR1,6216,3,2072
AMER3,6216,3,2072
CDC45,2072,1,2072
MRGPRX2,2072,1,2072
C1QL4,2073,1,2073
UBXN1,2073,1,2073
ILK,2074,1,2074
SMCR8,8297,4,2074.25
EDNRA,4150,2,2075
FRG2C,2075,1,2075
FBXO42,6227,3,2075.6666666666665
OSBPL1A,4152,2,2076
TLDC2,2076,1,2076
OR56B1,2076,1,2076
TMPRSS11F,2077,1,2077
FAM221A,4154,2,2077
TRIM36,4156,2,2078
TRMT44,4157,2,2078.5
KAT6B,8314,4,2078.5
ARPP21,4158,2,2079
IRX1,2080,1,2080
CYP2F1,2080,1,2080
GMCL1,4161,2,2080.5
ADAMTS3,6244,3,2081.3333333333335
TOP3B,4163,2,2081.5
TMEM184C,4164,2,2082
MAPK12,6248,3,2082.6666666666665
OR1A1,4166,2,2083
PPL,6251,3,2083.6666666666665
AJUBA,4168,2,2084
POGK,6254,3,2084.6666666666665
NIPBL,10425,5,2085
STMND1,2085,1,2085
FLRT1,4170,2,2085
TANC2,12511,6,2085.1666666666665
MTUS1,6256,3,2085.3333333333335
SETD6,6256,3,2085.3333333333335
OSR1,4171,2,2085.5
FABP7,2086,1,2086
C2orf83,2086,1,2086
RAD9A,2086,1,2086
OR4P4,2086,1,2086
TMEM39B,2087,1,2087
ZNF366,6262,3,2087.3333333333335
ALG13,4175,2,2087.5
CNTNAP4,6263,3,2087.6666666666665
ERBB3,6264,3,2088
ITPKB,6269,3,2089.6666666666665
C12orf42,2090,1,2090
CTH,2090,1,2090
FLII,4181,2,2090.5
TIPARP,4181,2,2090.5
FAM171A1,4182,2,2091
MOSPD2,4183,2,2091.5
C1GALT1,6275,3,2091.6666666666665
SYNDIG1,2092,1,2092
KRT84,2092,1,2092
RNF126,2092,1,2092
ALKBH4,2092,1,2092
USP43,4185,2,2092.5
MAP3K7CL,2093,1,2093
ITPR2,12564,6,2094
GPR75,2094,1,2094
TM7SF2,2094,1,2094
HHLA1,4188,2,2094
PNPLA1,4188,2,2094
SLC6A18,2095,1,2095
STXBP6,4190,2,2095
PLEKHG5,4191,2,2095.5
SERHL2,2096,1,2096
ALDH1A1,2096,1,2096
STK32C,2096,1,2096
DCDC2C,2097,1,2097
CLIC6,4197,2,2098.5
HMGN5,2099,1,2099
LPXN,2099,1,2099
MRPS10,2100,1,2100
MYOC,2100,1,2100
FASTKD1,4200,2,2100
ELK3,4201,2,2100.5
NOC2L,4201,2,2100.5
HDGFL1,2101,1,2101
SLC25A38,2101,1,2101
BZW2,2101,1,2101
TSG101,2101,1,2101
STPG2,4203,2,2101.5
RASA3,4203,2,2101.5
ZNF684,2102,1,2102
HMSD,2102,1,2102
STX1A,2102,1,2102
DGKD,6308,3,2102.6666666666665
ANO3,6308,3,2102.6666666666665
CNOT1,8411,4,2102.75
HIVEP3,12617,6,2102.8333333333335
UEVLD,4207,2,2103.5
SEC14L2,4207,2,2103.5
ATG16L1,4208,2,2104
SMCO3,2104,1,2104
HOXB3,4208,2,2104
OR6C2,2105,1,2105
EPHA5,8421,4,2105.25
MAPK13,6316,3,2105.3333333333335
TTC21A,4212,2,2106
PIK3C2A,8428,4,2107
PRDM10,6322,3,2107.3333333333335
SLC9A4,4215,2,2107.5
HAUS6,6323,3,2107.6666666666665
KIF3A,6325,3,2108.3333333333335
TMEM232,4217,2,2108.5
CCDC34,2109,1,2109
HAS3,4220,2,2110
MS4A15,2110,1,2110
MAP1A,10553,5,2110.6
FAT1,14776,7,2110.8571428571427
YIPF2,2111,1,2111
MAGEA8,2112,1,2112
ASPH,6337,3,2112.3333333333335
TRRAP,12677,6,2112.8333333333335
AXIN1,6340,3,2113.3333333333335
ZNF675,4227,2,2113.5
PPARGC1B,10569,5,2113.8
GPT2,4228,2,2114
CHKB,2114,1,2114
TMEM248,4229,2,2114.5
ZMYND11,4229,2,2114.5
SNTG1,6344,3,2114.6666666666665
CCNF,4230,2,2115
SPATA4,2115,1,2115
HORMAD2,2115,1,2115
LCP2,4232,2,2116
LRRC17,2116,1,2116
CYP2C8,2117,1,2117
EPHB3,4234,2,2117
CTBP2,8471,4,2117.75
GNL3,2118,1,2118
SLC7A8,4236,2,2118
ZNF337,4237,2,2118.5
HAS2,4240,2,2120
SLC10A4,2120,1,2120
TDP2,2120,1,2120
TULP1,2120,1,2120
NLGN3,6361,3,2120.3333333333335
ZNF624,4241,2,2120.5
SIK3,6364,3,2121.3333333333335
ARID3B,4243,2,2121.5
PER3,6365,3,2121.6666666666665
INO80,6365,3,2121.6666666666665
STK4,6366,3,2122
DPYS,2122,1,2122
PUS10,6366,3,2122
L3MBTL3,4245,2,2122.5
TSR1,4245,2,2122.5
SPG7,6369,3,2123
KRT79,2123,1,2123
AWAT2,2124,1,2124
OLFM2,2124,1,2124
SLC6A11,4249,2,2124.5
GALNT7,4249,2,2124.5
EGFL7,2125,1,2125
UBE2Z,4250,2,2125
APBA3,4250,2,2125
DNHD1,14876,7,2125.1428571428573
OR10H5,6376,3,2125.3333333333335
DNAH6,12752,6,2125.3333333333335
ABCA9,6377,3,2125.6666666666665
NDC80,2126,1,2126
MRPS15,2127,1,2127
PHC2,4255,2,2127.5
CLSPN,8512,4,2128
CYP2A7,2128,1,2128
C6orf132,6385,3,2128.3333333333335
FYCO1,8514,4,2128.5
TMEM109,2129,1,2129
CD200,2129,1,2129
TRAK2,6389,3,2129.6666666666665
GJB6,2130,1,2130
SYPL1,2130,1,2130
IMMP2L,2130,1,2130
HERC4,6391,3,2130.3333333333335
SDC3,6392,3,2130.6666666666665
KCNH7,4262,2,2131
THSD7A,10655,5,2131
LACC1,4262,2,2131
MAN2A2,6394,3,2131.3333333333335
LRP1,14923,7,2131.8571428571427
IL10RB,2132,1,2132
AR,10667,5,2133.4
DNA2,4267,2,2133.5
ARL6IP5,2134,1,2134
CELF5,4268,2,2134
GRM3,4268,2,2134
ZFP92,6403,3,2134.3333333333335
DMXL2,10672,5,2134.4
NOX4,4269,2,2134.5
FOLH1B,2135,1,2135
C11orf80,2135,1,2135
FLNA,8541,4,2135.25
HRG,4272,2,2136
ANAPC11,2136,1,2136
IGFALS,2136,1,2136
PLXNB2,6409,3,2136.3333333333335
UBE2F,2137,1,2137
PIGR,4275,2,2137.5
UROD,2138,1,2138
TSC2,6415,3,2138.3333333333335
GREB1,8555,4,2138.75
CDK5RAP2,10694,5,2138.8
RASAL3,4278,2,2139
SETD1B,8557,4,2139.25
GBX2,2140,1,2140
LGALS8,6420,3,2140
APC,10704,5,2140.8
MYOCD,8565,4,2141.25
IL17RA,8566,4,2141.5
MGRN1,6425,3,2141.6666666666665
IFNAR2,4284,2,2142
NECAB3,2142,1,2142
ADRA2C,2142,1,2142
ATP7A,8569,4,2142.25
AKAP1,4285,2,2142.5
"NAA16",4285,2,2142.5
DNMBP,6428,3,2142.6666666666665
BPIFC,2143,1,2143
DIDO1,8574,4,2143.5
CARD11,4287,2,2143.5
NSUN3,6431,3,2143.6666666666665
CHD6,10719,5,2143.8
IZUMO4,2144,1,2144
NIPA2,4288,2,2144
WNT8B,2144,1,2144
RGS18,2145,1,2145
BCL2L2-PABPN1,2145,1,2145
ZER1,4293,2,2146.5
PAPOLB,4293,2,2146.5
RAP1GAP,4294,2,2147
ARSA,4294,2,2147
SLC6A15,6442,3,2147.3333333333335
MYO1F,4296,2,2148
CMYA5,12888,6,2148
CDC42EP1,2148,1,2148
VWA5B2,4298,2,2149
SEC31A,4298,2,2149
BICD2,6448,3,2149.3333333333335
NME9,2150,1,2150
VWA5A,4300,2,2150
OTOP2,2150,1,2150
CACNA1G,8602,4,2150.5
ARMC7,2151,1,2151
ADH4,2151,1,2151
RBKS,2151,1,2151
MEA1,2152,1,2152
NMT1,6456,3,2152
GSTCD,4304,2,2152
UGGT1,10761,5,2152.2
CCDC173,2153,1,2153
AIRE,4306,2,2153
CCDC96,2153,1,2153
PDZD7,4306,2,2153
ZNF653,2154,1,2154
TEP1,10775,5,2155
SERPINB10,2155,1,2155
LRRC32,4311,2,2155.5
PPP1R16A,4311,2,2155.5
CRYBG3,10779,5,2155.8
SPON2,2156,1,2156
PHTF1,4314,2,2157
CCDC50,8629,4,2157.25
TM7SF3,4315,2,2157.5
RABGAP1L,8634,4,2158.5
CEP192,8635,4,2158.75
ACOT9,4318,2,2159
FER1L5,6477,3,2159
RPUSD1,2159,1,2159
GFM1,6478,3,2159.3333333333335
ANKRD17,10797,5,2159.4
SLC9A3R2,2160,1,2160
GMPR2,2160,1,2160
NBL1,2160,1,2160
SNRNP35,2161,1,2161
ZC2HC1C,4322,2,2161
ANKRA2,2161,1,2161
MAPRE2,4323,2,2161.5
ZSCAN30,4323,2,2161.5
ZDHHC6,4324,2,2162
TBX6,2162,1,2162
TRIM49B,2162,1,2162
CYP4Z1,2162,1,2162
ARID1B,10813,5,2162.6
TRIM49,2163,1,2163
EFTUD2,4326,2,2163
RALGAPB,8652,4,2163
LRRC70,2163,1,2163
PCM1,8652,4,2163
URB1,10818,5,2163.6
PPP1R3A,4328,2,2164
CD96,4328,2,2164
GBA3,2164,1,2164
PREX2,10824,5,2164.8
LEO1,2165,1,2165
UTP6,4330,2,2165
RNF19A,4330,2,2165
LCK,2166,1,2166
CNTN5,6499,3,2166.3333333333335
PLCG2,8666,4,2166.5
LTBP1,6502,3,2167.3333333333335
MAP4K3,4335,2,2167.5
RGN,2168,1,2168
TINF2,2168,1,2168
POLE,8673,4,2168.25
SPATA9,2169,1,2169
LYPLAL1,2169,1,2169
RPAP3,4339,2,2169.5
ZNF516,8678,4,2169.5
GRK7,6509,3,2169.6666666666665
MDH2,2170,1,2170
HTR2B,2170,1,2170
KRT75,2170,1,2170
ANKRD52,8681,4,2170.25
GPI,4341,2,2170.5
TLX2,2171,1,2171
CNDP1,4342,2,2171
ZSCAN9,2171,1,2171
PPP6C,4349,2,2174.5
PRDM16,8698,4,2174.5
PROM1,4349,2,2174.5
PLCD4,4350,2,2175
DUSP11,2175,1,2175
CHST14,2175,1,2175
SLC2A9,2175,1,2175
YEATS2,6526,3,2175.3333333333335
BMP1,4351,2,2175.5
SLC25A11,2176,1,2176
PIP5KL1,2176,1,2176
SRSF6,4353,2,2176.5
PLXNA3,10885,5,2177
ZNF616,4356,2,2178
PSMD12,4356,2,2178
CFHR4,2178,1,2178
THUMPD1,4357,2,2178.5
TRIM7,4357,2,2178.5
UBLCP1,2179,1,2179
PDP1,4358,2,2179
GLYATL3,2179,1,2179
ROR2,4360,2,2180
MTOR,8721,4,2180.25
ZHX2,4361,2,2180.5
PKP2,4361,2,2180.5
TECPR1,6545,3,2181.6666666666665
ITGA8,6547,3,2182.3333333333335
KIDINS220,8735,4,2183.75
MTCP1,2184,1,2184
GATB,6552,3,2184
TENM3,10923,5,2184.6
FAM151B,2185,1,2185
CHD9,13110,6,2185
CENPE,8742,4,2185.5
PELO,4371,2,2185.5
OR51A7,2186,1,2186
PPM1E,6560,3,2186.6666666666665
OR4N5,2187,1,2187
NPDC1,2187,1,2187
RFX1,4375,2,2187.5
ATXN7L2,4375,2,2187.5
FBXW12,2188,1,2188
NTN3,2188,1,2188
C5orf15,2188,1,2188
MMP24,4376,2,2188
ATM,13130,6,2188.3333333333335
ABCC8,6565,3,2188.3333333333335
MBTPS1,4377,2,2188.5
PEG3,8754,4,2188.5
SV2A,4378,2,2189
POLQ,8757,4,2189.25
RALBP1,4379,2,2189.5
CLEC2L,2190,1,2190
VSIG4,2190,1,2190
CCDC73,4381,2,2190.5
PCDHB9,4381,2,2190.5
MICAL1,4381,2,2190.5
EI24,2191,1,2191
PTPN3,8765,4,2191.25
BUD13,2192,1,2192
SLC4A5,6576,3,2192
TCN2,2192,1,2192
SLC30A10,6579,3,2193
KIF4B,4387,2,2193.5
DNASE1L2,2194,1,2194
KIF4A,4388,2,2194
PLD4,2195,1,2195
TNFSF13,2195,1,2195
MEIS3,2195,1,2195
SERPINB7,2195,1,2195
PPIF,2196,1,2196
SAMD1,2196,1,2196
VRK3,2197,1,2197
TCERG1L,4394,2,2197
ALS2CL,6593,3,2197.6666666666665
DSCC1,2198,1,2198
UGP2,4397,2,2198.5
OR2A14,2199,1,2199
QPRT,2200,1,2200
ACP2,2200,1,2200
SKIDA1,6601,3,2200.3333333333335
LGALS3BP,2202,1,2202
APMAP,2202,1,2202
TONSL,6607,3,2202.3333333333335
THRAP3,4405,2,2202.5
ECT2,4406,2,2203
CAPN10,4406,2,2203
ERVV-1,2203,1,2203
ACTR1B,2204,1,2204
CD5L,2204,1,2204
PPFIA4,6614,3,2204.6666666666665
EEFSEC,2205,1,2205
WDR4,2205,1,2205
CRISP3,2205,1,2205
R3HDM2,4411,2,2205.5
RECK,4412,2,2206
SIX2,2206,1,2206
ARHGAP18,4414,2,2207
RSBN1,6621,3,2207
ZNF256,2207,1,2207
SMCHD1,8833,4,2208.25
LAP3,2209,1,2209
ANXA1,2209,1,2209
MRPL11,2209,1,2209
TRIM3,4419,2,2209.5
OIT3,2210,1,2210
NBEAL2,8842,4,2210.5
NRXN2,6632,3,2210.6666666666665
ATOH1,2212,1,2212
BAK1,2212,1,2212
ZNF783,4424,2,2212
CPM,6636,3,2212
TEKT4,2212,1,2212
RB1CC1,6636,3,2212
TMC8,4426,2,2213
ZBED2,2214,1,2214
RTP1,2214,1,2214
PPCDC,2215,1,2215
DMRT1,2215,1,2215
SDK2,11079,5,2215.8
OSGEPL1,2216,1,2216
SUPT16H,4433,2,2216.5
DNAH1,13300,6,2216.6666666666665
PGLYRP3,2217,1,2217
FAM185A,2217,1,2217
ZNF202,4435,2,2217.5
PIGO,6655,3,2218.3333333333335
MAP3K6,4438,2,2219
TNFRSF19,4438,2,2219
VILL,4439,2,2219.5
TTLL6,4440,2,2220
ITGB5,4440,2,2220
SETX,11101,5,2220.2
NRP2,6662,3,2220.6666666666665
CERK,4442,2,2221
ZNF782,4442,2,2221
ZDHHC5,4443,2,2221.5
ESPL1,6665,3,2221.6666666666665
AHCTF1,8887,4,2221.75
CDKL3,2222,1,2222
STRADB,2222,1,2222
MAP7D3,4446,2,2223
DCLRE1A,4450,2,2225
STAG3,4450,2,2225
DCHS2,13354,6,2225.6666666666665
CDH3,4452,2,2226
TTC29,2226,1,2226
AMDHD1,2226,1,2226
ARPC2,2226,1,2226
EHD1,4453,2,2226.5
ZFYVE21,4453,2,2226.5
LPAR4,4454,2,2227
SH2D7,2227,1,2227
MSMO1,2227,1,2227
SPTBN2,11136,5,2227.2
SPTBN4,8910,4,2227.5
GTF2F2,2228,1,2228
DUS1L,4456,2,2228
EPB41L2,4456,2,2228
MRPL28,2229,1,2229
ZNF408,2229,1,2229
ATP2B4,8918,4,2229.5
ARNT2,6690,3,2230
SYT10,4461,2,2230.5
GAK,4461,2,2230.5
SIM2,4461,2,2230.5
SLC12A9,4462,2,2231
MZT1,2231,1,2231
ZNF532,6696,3,2232
CORO1B,4464,2,2232
PRSS56,2233,1,2233
CRAT,4466,2,2233
CBL,11168,5,2233.6
SGSM1,6701,3,2233.6666666666665
POLR3H,4468,2,2234
SLC22A4,2234,1,2234
ANXA2R,2234,1,2234
PAX4,2234,1,2234
CUX2,6703,3,2234.3333333333335
BAZ2A,8938,4,2234.5
PLCB3,4469,2,2234.5
SCN10A,6704,3,2234.6666666666665
PCGF6,2236,1,2236
YTHDC2,6708,3,2236
ACTA1,2236,1,2236
TMEM53,2236,1,2236
ZNF800,4473,2,2236.5
HAVCR2,2237,1,2237
KAT5,2237,1,2237
FASTKD2,6712,3,2237.3333333333335
TOB1,2238,1,2238
ZNF830,2238,1,2238
TGS1,4477,2,2238.5
SRPK3,4479,2,2239.5
VMAC,2240,1,2240
UBE2B,2241,1,2241
WDR1,4482,2,2241
VASP,2242,1,2242
DES,2243,1,2243
P2RY12,2244,1,2244
SUN1,4488,2,2244
TTC17,4488,2,2244
STBD1,2244,1,2244
HDAC4,8976,4,2244
TRIM37,4489,2,2244.5
PRR35,2245,1,2245
TIRAP,2245,1,2245
GGN,2245,1,2245
LAMB1,6737,3,2245.6666666666665
DRAM2,2246,1,2246
ZSCAN4,2246,1,2246
VWA1,4492,2,2246
ARHGEF33,4494,2,2247
CHTF18,4494,2,2247
PPP2R3A,6743,3,2247.6666666666665
PIDD1,4496,2,2248
UST,4496,2,2248
ZBTB40,8992,4,2248
CTSV,4497,2,2248.5
ZIC5,4497,2,2248.5
OSBPL7,4497,2,2248.5
ANKUB1,2249,1,2249
NUP54,2249,1,2249
TRIP10,2249,1,2249
GRAMD4,4500,2,2250
COL4A6,6750,3,2250
CERKL,4501,2,2250.5
EZH2,4502,2,2251
SBK2,2251,1,2251
CABYR,2252,1,2252
SPNS1,2253,1,2253
CLCN4,6759,3,2253
GRIK5,4506,2,2253
ECT2L,4507,2,2253.5
BCAT2,2254,1,2254
CYTH3,4508,2,2254
MED4,2254,1,2254
PLTP,2255,1,2255
TDRD1,4510,2,2255
GPR65,4511,2,2255.5
PCDH7,6769,3,2256.3333333333335
PROB1,4513,2,2256.5
GPIHBP1,2257,1,2257
TNPO3,4514,2,2257
ERN1,9028,4,2257
POLR3F,2257,1,2257
GK,4515,2,2257.5
PTPDC1,4517,2,2258.5
FBXO24,2259,1,2259
RNF32,2260,1,2260
BCR,6783,3,2261
TNFAIP8L3,2262,1,2262
TICRR,6788,3,2262.6666666666665
HIVEP1,9053,4,2263.25
RERG,2264,1,2264
BRSK2,4528,2,2264
LRP1B,15850,7,2264.285714285714
FGF9,4530,2,2265
RABGGTA,2265,1,2265
TRAF2,2266,1,2266
TMEM50A,2266,1,2266
RREB1,9067,4,2266.75
KIF2B,2267,1,2267
TAF1B,2267,1,2267
PADI4,2267,1,2267
RNF146,2267,1,2267
DOCK3,9069,4,2267.25
POTEA,2268,1,2268
MAGEE2,2268,1,2268
NCEH1,4536,2,2268
PGD,2268,1,2268
SLC6A14,4536,2,2268
DAB2IP,6805,3,2268.3333333333335
IDE,6807,3,2269
TSC22D3,2269,1,2269
MRAS,4538,2,2269
PYCR1,2269,1,2269
ASRGL1,2270,1,2270
LRRC10B,2270,1,2270
UBR4,15892,7,2270.285714285714
ZNF117,9084,4,2271
SEL1L3,4543,2,2271.5
GALNTL5,2272,1,2272
TMEM143,2272,1,2272
CHRNA9,2272,1,2272
PDE4B,4546,2,2273
SYVN1,4547,2,2273.5
FAF1,6821,3,2273.6666666666665
GABARAPL2,2274,1,2274
CENPC,6823,3,2274.3333333333335
SS18L1,4549,2,2274.5
NXF3,2276,1,2276
EFEMP2,2277,1,2277
PAQR6,2277,1,2277
OPCML,6833,3,2277.6666666666665
COL24A1,6834,3,2278
ARL6IP1,2278,1,2278
DCST1,2279,1,2279
GJB7,2279,1,2279
DUS4L,2280,1,2280
